ts,batch_size,avg_queue_ms,max_queue_ms,fill_pct,event
2026-03-17T15:45:24.232098200+00:00,2,3675.145,3675.145,24.4,not_in_window
2026-03-17T15:45:24.286876600+00:00,2,3729.847,3729.847,24.8,not_in_window
2026-03-17T15:45:24.334168600+00:00,2,3777.197,3777.197,25.2,not_in_window
2026-03-17T15:45:24.382098600+00:00,2,3825.149,3825.149,25.6,not_in_window
2026-03-17T15:45:24.432110800+00:00,2,3875.162,3875.162,25.8,not_in_window
2026-03-17T15:45:24.482100200+00:00,2,3925.143,3925.143,26.2,not_in_window
2026-03-17T15:45:24.537113100+00:00,2,3980.157,3980.157,26.6,not_in_window
2026-03-17T15:45:24.584302300+00:00,2,4027.347,4027.347,27.0,not_in_window
2026-03-17T15:45:24.632103100+00:00,2,4075.149,4075.149,27.1,not_in_window
2026-03-17T15:45:24.682097500+00:00,2,4125.149,4125.149,27.5,not_in_window
2026-03-17T15:45:24.732100+00:00,2,4175.152,4175.152,27.9,not_in_window
2026-03-17T15:45:24.787319300+00:00,2,4230.354,4230.354,28.3,not_in_window
2026-03-17T15:45:24.832421400+00:00,2,4275.430,4275.430,28.5,not_in_window
2026-03-17T15:45:24.882092900+00:00,2,4325.142,4325.142,28.9,not_in_window
2026-03-17T15:45:24.932105500+00:00,2,4375.155,4375.155,29.3,not_in_window
2026-03-17T15:45:24.982098900+00:00,2,4425.148,4425.148,29.7,not_in_window
2026-03-17T15:45:25.037058+00:00,2,4480.077,4480.077,29.9,not_in_window
2026-03-17T15:45:25.083770400+00:00,2,4526.780,4526.780,30.3,not_in_window
2026-03-17T15:45:25.132104300+00:00,2,4575.148,4575.148,30.7,not_in_window
2026-03-17T15:45:25.182113400+00:00,2,4625.157,4625.157,31.1,not_in_window
2026-03-17T15:45:25.232095400+00:00,2,4675.141,4675.141,31.2,not_in_window
2026-03-17T15:45:25.285688700+00:00,2,4728.705,4728.705,31.6,not_in_window
2026-03-17T15:45:25.332825700+00:00,2,4775.834,4775.834,32.0,not_in_window
2026-03-17T15:45:25.382095400+00:00,2,4825.144,4825.144,32.4,not_in_window
2026-03-17T15:45:25.432098700+00:00,2,4875.150,4875.150,32.6,not_in_window
2026-03-17T15:45:25.482436300+00:00,2,4925.146,4925.146,33.0,missed_init
2026-03-17T15:45:25.536906500+00:00,64,4904.883,4904.883,20.9,not_in_window
2026-03-17T15:45:25.583892400+00:00,64,4951.938,4951.938,21.3,not_in_window
2026-03-17T15:45:25.640937200+00:00,64,5008.960,5008.960,21.5,not_in_window
2026-03-17T15:45:25.682116300+00:00,64,5050.162,5050.162,21.9,not_in_window
2026-03-17T15:45:25.732077700+00:00,64,5100.149,5100.149,22.3,not_in_window
2026-03-17T15:45:25.789244400+00:00,64,5157.245,5157.245,22.7,not_in_window
2026-03-17T15:45:25.837540600+00:00,64,5205.560,5205.560,22.9,not_in_window
2026-03-17T15:45:25.883819400+00:00,64,5251.864,5251.864,23.2,not_in_window
2026-03-17T15:45:25.932081100+00:00,64,5300.154,5300.154,23.6,not_in_window
2026-03-17T15:45:25.982082900+00:00,64,5350.156,5350.156,24.0,not_in_window
2026-03-17T15:45:26.032095700+00:00,64,5400.152,5400.152,24.2,not_in_window
2026-03-17T15:45:26.088960400+00:00,64,5456.983,5456.983,24.4,not_in_window
2026-03-17T15:45:26.135787200+00:00,64,5503.831,5503.831,24.8,not_in_window
2026-03-17T15:45:26.182829200+00:00,64,5550.877,5550.877,25.2,not_in_window
2026-03-17T15:45:26.232103900+00:00,64,5600.156,5600.156,25.6,not_in_window
2026-03-17T15:45:26.282101+00:00,64,5650.151,5650.151,25.8,not_in_window
2026-03-17T15:45:26.339442400+00:00,64,5707.486,5707.486,26.2,not_in_window
2026-03-17T15:45:26.387526100+00:00,64,5755.527,5755.527,26.6,not_in_window
2026-03-17T15:45:26.434551600+00:00,64,5802.414,5802.414,27.0,not_in_window
2026-03-17T15:45:26.482209400+00:00,64,5850.178,5850.178,27.1,not_in_window
2026-03-17T15:45:26.532094600+00:00,64,5900.150,5900.150,27.5,not_in_window
2026-03-17T15:45:26.588825300+00:00,64,5956.775,5956.775,27.9,not_in_window
2026-03-17T15:45:26.635731900+00:00,64,6003.771,6003.771,28.3,not_in_window
2026-03-17T15:45:26.683616700+00:00,64,6051.666,6051.666,28.5,not_in_window
2026-03-17T15:45:26.732101300+00:00,64,6100.154,6100.154,28.9,not_in_window
2026-03-17T15:45:26.782115500+00:00,64,6150.161,6150.161,29.3,not_in_window
2026-03-17T15:45:26.841809800+00:00,64,6209.849,6209.849,29.7,not_in_window
2026-03-17T15:45:26.887771300+00:00,64,6255.809,6255.809,29.9,not_in_window
2026-03-17T15:45:26.934970200+00:00,64,6303.007,6303.007,30.3,not_in_window
2026-03-17T15:45:26.983035600+00:00,64,6351.069,6351.069,30.7,not_in_window
2026-03-17T15:45:27.045228200+00:00,64,6413.296,6413.296,31.2,not_in_window
2026-03-17T15:45:27.082101500+00:00,64,6450.153,6450.153,31.2,not_in_window
2026-03-17T15:45:27.140382600+00:00,64,6508.432,6508.432,31.4,not_in_window
2026-03-17T15:45:27.187041400+00:00,64,6554.998,6554.998,32.0,not_in_window
2026-03-17T15:45:27.232122300+00:00,64,6600.163,6600.163,32.2,not_in_window
2026-03-17T15:45:27.282112800+00:00,64,6650.156,6650.156,32.6,not_in_window
2026-03-17T15:45:27.338281100+00:00,64,6706.331,6706.331,32.8,not_in_window
2026-03-17T15:45:27.384711100+00:00,64,6752.743,6752.743,33.4,not_in_window
2026-03-17T15:45:27.432178500+00:00,64,6800.232,6800.232,33.6,not_in_window
2026-03-17T15:45:27.482096500+00:00,64,6850.150,6850.150,34.0,not_in_window
2026-03-17T15:45:27.541965800+00:00,64,6910.001,6910.001,34.2,not_in_window
2026-03-17T15:45:27.589336900+00:00,64,6957.332,6957.332,34.8,not_in_window
2026-03-17T15:45:27.637200200+00:00,64,7005.248,7005.248,35.0,not_in_window
2026-03-17T15:45:27.684114800+00:00,64,7052.108,7052.108,35.4,not_in_window
2026-03-17T15:45:27.732100200+00:00,64,7100.153,7100.153,35.5,not_in_window
2026-03-17T15:45:27.782094600+00:00,64,7150.148,7150.148,36.1,not_in_window
2026-03-17T15:45:27.839575100+00:00,64,7207.541,7207.541,36.3,not_in_window
2026-03-17T15:45:27.887088600+00:00,64,7255.127,7255.127,36.7,not_in_window
