ts,priority,dropped_count
2026-02-20T05:04:20.695859500+00:00,normal,1
2026-02-20T05:04:20.701792+00:00,normal,1
2026-02-20T05:04:20.761119+00:00,normal,1
2026-02-20T05:04:20.779482100+00:00,normal,1
2026-02-20T05:04:20.811663100+00:00,normal,1
2026-02-20T05:04:20.863419200+00:00,normal,1
2026-02-20T05:04:20.879144900+00:00,normal,1
2026-02-20T05:04:20.912332800+00:00,normal,1
2026-02-20T05:04:20.912529700+00:00,normal,1
2026-02-20T05:04:20.962775600+00:00,normal,1
2026-02-20T05:04:20.978737+00:00,normal,1
2026-02-20T05:04:21.011755800+00:00,normal,1
2026-02-20T05:04:21.062669600+00:00,normal,1
2026-02-20T05:04:21.078357900+00:00,normal,1
2026-02-20T05:04:21.111514200+00:00,normal,1
2026-02-20T05:04:21.128512500+00:00,normal,1
2026-02-20T05:04:21.161780100+00:00,normal,1
2026-02-20T05:04:21.178471600+00:00,normal,1
2026-02-20T05:04:21.212031900+00:00,normal,1
2026-02-20T05:04:21.261944900+00:00,normal,1
2026-02-20T05:04:21.278489700+00:00,normal,1
2026-02-20T05:04:21.311895600+00:00,normal,1
2026-02-20T05:04:21.328724400+00:00,normal,1
2026-02-20T05:04:21.361907500+00:00,normal,1
2026-03-11T03:54:34.251033500+00:00,normal,1
2026-03-11T03:54:34.283464600+00:00,normal,1
2026-03-11T03:54:34.340374400+00:00,normal,1
2026-03-11T03:54:34.357199600+00:00,normal,1
2026-03-11T03:54:34.413848600+00:00,normal,1
2026-03-11T03:54:34.414254+00:00,normal,1
2026-03-11T03:54:34.461923600+00:00,normal,1
2026-03-11T03:54:34.478150700+00:00,normal,1
2026-03-11T03:54:34.533866800+00:00,normal,1
2026-03-11T03:54:34.557324100+00:00,normal,1
2026-03-11T03:54:34.598955900+00:00,normal,1
2026-03-11T03:54:34.615323800+00:00,normal,1
2026-03-11T03:54:34.649908400+00:00,normal,1
2026-03-11T03:54:34.657366700+00:00,normal,1
2026-03-11T03:54:34.714261400+00:00,normal,1
2026-03-11T03:54:34.757612300+00:00,normal,1
2026-03-11T03:54:34.764649200+00:00,normal,1
2026-03-11T03:54:34.817449900+00:00,normal,1
2026-03-11T03:54:34.817734500+00:00,normal,1
2026-03-11T03:54:34.859404900+00:00,normal,1
2026-03-11T03:54:34.867233800+00:00,normal,1
2026-03-11T03:54:34.916236100+00:00,normal,1
2026-03-11T03:54:34.964146800+00:00,normal,1
2026-03-11T03:54:34.964521100+00:00,normal,1
2026-03-11T03:54:35.013834200+00:00,normal,1
2026-03-11T03:54:35.014365+00:00,normal,1
2026-03-11T03:54:35.064600500+00:00,normal,1
2026-03-11T03:54:35.064852300+00:00,normal,1
2026-03-11T03:54:35.115650100+00:00,normal,1
2026-03-11T03:54:37.192733700+00:00,normal,1
2026-03-11T03:54:37.208557100+00:00,normal,1
2026-03-11T03:54:37.249987100+00:00,normal,1
2026-03-11T03:54:37.259903700+00:00,normal,1
2026-03-11T03:54:37.296417500+00:00,normal,1
2026-03-11T03:54:37.313024300+00:00,normal,1
2026-03-11T03:54:37.360509500+00:00,normal,1
2026-03-11T03:54:37.400245700+00:00,normal,1
2026-03-11T03:54:37.415933+00:00,normal,1
2026-03-11T03:54:37.464017+00:00,normal,1
2026-03-11T03:54:37.466374300+00:00,normal,1
2026-03-11T03:54:37.500598+00:00,normal,1
2026-03-11T03:54:37.532470200+00:00,normal,1
2026-03-11T03:54:37.597155800+00:00,normal,1
2026-03-11T03:54:37.613347400+00:00,normal,1
2026-03-11T03:54:37.660269400+00:00,normal,1
2026-03-11T03:54:37.673790200+00:00,normal,1
2026-03-11T03:54:37.710787700+00:00,normal,1
2026-03-11T03:54:37.717076400+00:00,normal,1
2026-03-11T03:54:37.764771200+00:00,normal,1
2026-03-11T03:54:37.812263800+00:00,normal,1
2026-03-11T03:54:37.813587900+00:00,normal,1
2026-03-11T03:54:37.867274600+00:00,normal,1
2026-03-11T03:54:37.883220400+00:00,normal,1
2026-03-11T03:54:37.914486600+00:00,normal,1
2026-03-11T03:54:37.930763400+00:00,normal,1
2026-03-11T03:54:37.986364600+00:00,normal,1
2026-03-11T03:54:38.017805400+00:00,normal,1
2026-03-11T03:54:38.041694100+00:00,normal,1
2026-03-11T03:54:38.100372600+00:00,normal,1
2026-03-11T03:54:38.100743400+00:00,normal,1
2026-03-11T03:54:38.116407200+00:00,normal,1
2026-03-11T03:54:38.164448700+00:00,normal,1
2026-03-11T03:54:38.213462800+00:00,normal,1
2026-03-11T03:54:38.214381900+00:00,normal,1
2026-03-11T03:54:38.266901200+00:00,normal,1
2026-03-11T03:54:38.301056200+00:00,normal,1
2026-03-11T03:54:38.315506200+00:00,normal,1
2026-03-11T03:54:38.315807700+00:00,normal,1
2026-03-11T03:54:38.379366+00:00,normal,1
2026-03-11T03:54:38.419626900+00:00,normal,1
2026-03-11T03:54:38.435754+00:00,normal,1
2026-03-11T03:54:38.492444200+00:00,normal,1
2026-03-11T03:54:38.502197800+00:00,normal,1
2026-03-11T03:54:38.526875200+00:00,normal,1
2026-03-11T03:54:38.552507400+00:00,normal,1
2026-03-11T03:55:06.561337700+00:00,normal,1
2026-03-11T03:55:06.609430700+00:00,normal,1
2026-03-17T15:45:42.817443100+00:00,normal,1
2026-03-17T15:45:42.831167900+00:00,normal,1
2026-03-17T15:45:42.864461200+00:00,normal,1
2026-03-17T15:45:42.866748900+00:00,normal,1
2026-03-17T15:45:42.917199400+00:00,normal,1
2026-03-17T15:45:42.964339500+00:00,normal,1
2026-03-17T15:45:42.967179300+00:00,normal,1
2026-03-17T15:45:43.013032+00:00,normal,1
2026-03-17T15:45:43.017212400+00:00,normal,1
2026-03-17T15:45:43.064405+00:00,normal,1
2026-03-17T15:45:43.067237400+00:00,normal,1
2026-03-17T15:45:43.117712600+00:00,normal,1
2026-03-17T15:45:43.164768800+00:00,normal,1
2026-03-17T15:45:43.167003600+00:00,normal,1
2026-03-17T15:45:43.212377900+00:00,normal,1
2026-03-17T15:45:43.217087800+00:00,normal,1
2026-03-17T15:45:43.264534800+00:00,normal,1
2026-03-17T15:45:43.267081900+00:00,normal,1
2026-03-17T15:45:43.327169+00:00,normal,1
2026-03-17T15:45:43.367151100+00:00,normal,1
2026-03-17T15:45:43.368014900+00:00,normal,1
2026-03-17T15:45:43.414398800+00:00,normal,1
2026-03-17T15:45:43.417332700+00:00,normal,1
2026-03-17T15:45:43.464307100+00:00,normal,1
2026-03-17T15:45:43.467070+00:00,normal,1
2026-03-17T15:45:43.517452900+00:00,normal,1
2026-03-17T15:45:43.566428300+00:00,normal,1
2026-03-17T15:45:43.567313+00:00,normal,1
2026-03-17T15:45:43.612529700+00:00,normal,1
2026-03-17T15:45:43.617072500+00:00,normal,1
2026-03-17T15:45:43.667347500+00:00,normal,1
2026-03-17T15:45:43.667450+00:00,normal,1
2026-03-17T15:45:43.717341700+00:00,normal,1
2026-03-17T15:45:43.764501900+00:00,normal,1
2026-03-17T15:45:43.767217300+00:00,normal,1
2026-03-17T15:45:43.812628900+00:00,normal,1
2026-03-17T15:45:43.817569200+00:00,normal,1
2026-03-17T15:45:43.864375600+00:00,normal,1
2026-03-17T15:45:43.867414+00:00,normal,1
2026-03-17T15:45:43.917780800+00:00,normal,1
2026-03-17T15:45:43.964315300+00:00,normal,1
2026-03-17T15:45:43.967287800+00:00,normal,1
2026-03-17T15:45:44.016302700+00:00,normal,1
2026-03-17T15:45:44.017556800+00:00,normal,1
2026-03-17T15:45:44.064234300+00:00,normal,1
2026-03-17T15:45:44.067264400+00:00,normal,1
2026-03-17T15:45:44.117526400+00:00,normal,1
2026-03-17T15:45:44.164314100+00:00,normal,1
2026-03-17T15:45:44.167225500+00:00,normal,1
2026-03-17T15:45:44.212489600+00:00,normal,1
2026-03-17T15:45:44.217253+00:00,normal,1
2026-03-17T15:45:44.264811700+00:00,normal,1
2026-03-17T15:45:44.267584100+00:00,normal,1
2026-03-17T15:45:44.317382500+00:00,normal,1
2026-03-17T15:45:44.368942600+00:00,normal,1
2026-03-17T15:45:44.369135300+00:00,normal,1
2026-03-17T15:45:44.412832600+00:00,normal,1
2026-03-17T15:45:44.419048700+00:00,normal,1
2026-03-17T15:45:44.464393+00:00,normal,1
2026-03-17T15:45:44.468739600+00:00,normal,1
2026-03-17T15:45:44.519027+00:00,normal,1
2026-03-17T15:45:44.565057400+00:00,normal,1
2026-03-17T15:45:44.570896300+00:00,normal,1
2026-03-17T15:45:44.612986800+00:00,normal,1
2026-03-17T15:45:44.619254800+00:00,normal,1
2026-03-17T15:45:44.664297900+00:00,normal,1
2026-03-17T15:45:44.668741400+00:00,normal,1
2026-03-17T15:45:44.718962200+00:00,normal,1
2026-03-17T15:45:44.764300500+00:00,normal,1
2026-03-17T15:45:44.768805400+00:00,normal,1
2026-03-17T15:45:44.819558900+00:00,normal,1
2026-03-17T15:45:44.819691200+00:00,normal,1
2026-03-17T15:45:44.869135400+00:00,normal,1
2026-03-17T15:45:44.879606+00:00,normal,1
2026-03-17T15:45:44.919182500+00:00,normal,1
2026-03-17T15:45:44.969114200+00:00,normal,1
2026-03-17T15:45:44.989348500+00:00,normal,1
2026-03-17T15:45:45.019175500+00:00,normal,1
2026-03-17T15:45:45.019346800+00:00,normal,1
2026-03-17T15:45:45.069164+00:00,normal,1
2026-03-17T15:45:45.097821300+00:00,normal,1
2026-03-17T15:45:45.119592200+00:00,normal,1
2026-03-17T15:45:45.169204700+00:00,normal,1
2026-03-17T15:45:45.206254400+00:00,normal,1
2026-03-17T15:45:45.219472800+00:00,normal,1
2026-03-17T15:45:45.221923300+00:00,normal,1
2026-03-17T15:45:45.269188400+00:00,normal,1
2026-03-17T15:45:45.316566800+00:00,normal,1
2026-03-17T15:45:45.319088500+00:00,normal,1
2026-03-17T15:45:45.369475100+00:00,normal,1
2026-03-17T15:45:45.417421800+00:00,normal,1
2026-03-17T15:45:45.419164300+00:00,normal,1
2026-03-17T15:45:45.419537300+00:00,normal,1
2026-03-17T15:45:45.469195700+00:00,normal,1
2026-03-17T15:45:45.519089200+00:00,normal,1
2026-03-17T15:45:45.519439900+00:00,normal,1
2026-03-17T15:46:13.506192900+00:00,normal,1
2026-03-17T15:46:13.559653300+00:00,normal,1
2026-03-17T15:46:13.559994200+00:00,normal,1
2026-03-17T15:46:13.609840+00:00,normal,1
2026-03-17T15:46:13.645215700+00:00,normal,1
2026-03-17T15:46:13.655484+00:00,normal,1
2026-03-17T15:46:13.659852400+00:00,normal,1
2026-03-17T15:46:13.709812300+00:00,normal,1
2026-03-17T15:46:13.755487700+00:00,normal,1
2026-03-17T15:46:13.759862900+00:00,normal,1
2026-03-17T15:46:13.810094600+00:00,normal,1
2026-03-17T15:46:13.847510800+00:00,normal,1
2026-03-17T15:46:13.855291300+00:00,normal,1
2026-03-17T15:46:13.859901+00:00,normal,1
2026-03-17T15:46:13.909859800+00:00,normal,1
2026-03-17T15:46:13.955374300+00:00,normal,1
2026-03-17T15:46:13.959975400+00:00,normal,1
2026-03-17T15:46:14.009909300+00:00,normal,1
2026-03-17T15:46:14.045441400+00:00,normal,1
2026-03-17T15:46:14.055508400+00:00,normal,1
2026-03-17T15:46:14.060110100+00:00,normal,1
2026-03-17T15:46:14.110152500+00:00,normal,1
2026-03-17T15:46:14.155347900+00:00,normal,1
2026-03-17T15:46:14.159843900+00:00,normal,1
2026-03-17T15:46:14.209886100+00:00,normal,1
2026-03-17T15:46:14.256021100+00:00,normal,1
2026-03-17T15:46:14.256201800+00:00,normal,1
2026-03-17T15:46:14.259871300+00:00,normal,1
2026-03-17T15:46:14.309962300+00:00,normal,1
2026-03-17T15:46:14.359944900+00:00,normal,1
2026-03-17T15:46:14.366164300+00:00,normal,1
2026-03-17T15:46:14.409889+00:00,normal,1
2026-03-17T15:46:14.456235300+00:00,normal,1
2026-03-17T15:46:14.459887800+00:00,normal,1
2026-03-17T15:46:14.475298+00:00,normal,1
2026-03-17T15:46:14.509977100+00:00,normal,1
2026-03-17T15:46:14.559959800+00:00,normal,1
2026-03-17T15:46:14.586495400+00:00,normal,1
2026-03-17T15:46:14.610027+00:00,normal,1
2026-03-17T15:46:14.656291200+00:00,normal,1
2026-03-17T15:46:14.659971300+00:00,normal,1
2026-03-17T15:46:14.697554500+00:00,normal,1
2026-03-17T15:46:14.710040100+00:00,normal,1
2026-03-17T15:46:14.759979200+00:00,normal,1
2026-03-17T15:46:14.801685100+00:00,normal,1
2026-03-17T15:46:14.810382+00:00,normal,1
2026-03-17T15:46:14.856476200+00:00,normal,1
2026-03-17T15:46:14.860079300+00:00,normal,1
2026-03-17T15:46:14.902164400+00:00,normal,1
2026-03-17T15:46:14.910314100+00:00,normal,1
2026-03-17T15:46:14.960096700+00:00,normal,1
2026-03-17T15:46:14.999013+00:00,normal,1
2026-03-17T15:46:15.010044600+00:00,normal,1
2026-03-17T15:46:15.056381900+00:00,normal,1
2026-03-17T15:46:15.060058100+00:00,normal,1
2026-03-17T15:46:15.104723+00:00,normal,1
2026-03-17T15:46:15.110259100+00:00,normal,1
2026-03-17T15:46:15.160083100+00:00,normal,1
2026-03-17T15:46:15.205297300+00:00,normal,1
2026-03-17T15:46:15.210029800+00:00,normal,1
2026-03-17T15:46:15.260273700+00:00,normal,1
2026-03-17T15:46:15.260387200+00:00,normal,1
2026-03-17T15:46:15.306995200+00:00,normal,1
2026-03-17T15:46:15.310156100+00:00,normal,1
2026-03-17T15:46:15.360328600+00:00,normal,1
2026-03-17T15:46:15.405302100+00:00,normal,1
2026-03-17T15:46:15.410142200+00:00,normal,1
2026-03-17T15:46:15.456405500+00:00,normal,1
2026-03-17T15:46:15.460138600+00:00,normal,1
2026-03-17T15:46:15.505243+00:00,normal,1
2026-03-17T15:46:15.510181300+00:00,normal,1
2026-03-17T15:46:15.560592900+00:00,normal,1
2026-03-17T15:46:17.410711200+00:00,normal,1
2026-03-17T15:46:17.460882900+00:00,normal,1
2026-03-17T15:46:17.497064400+00:00,normal,1
2026-03-17T15:46:17.510357300+00:00,normal,1
2026-03-17T15:46:17.510825900+00:00,normal,1
2026-03-17T15:46:17.560785400+00:00,normal,1
2026-03-17T15:46:17.610318200+00:00,normal,1
2026-03-17T15:46:17.610724900+00:00,normal,1
2026-03-17T15:46:17.660786+00:00,normal,1
2026-03-17T15:46:17.700834200+00:00,normal,1
2026-03-17T15:46:17.710441800+00:00,normal,1
2026-03-17T15:46:17.710738700+00:00,normal,1
2026-03-17T15:46:17.760896500+00:00,normal,1
2026-03-17T15:46:17.810418+00:00,normal,1
2026-03-17T15:46:17.811329800+00:00,normal,1
2026-03-17T15:46:17.861025500+00:00,normal,1
2026-03-17T15:46:17.905416900+00:00,normal,1
2026-03-17T15:46:17.910312800+00:00,normal,1
2026-03-17T15:46:17.911361+00:00,normal,1
2026-03-17T15:46:17.960862200+00:00,normal,1
2026-03-17T15:46:18.010518400+00:00,normal,1
2026-03-17T15:46:18.011014+00:00,normal,1
2026-03-17T15:46:18.061124300+00:00,normal,1
2026-03-17T15:46:18.107342100+00:00,normal,1
2026-03-17T15:46:18.110317800+00:00,normal,1
2026-03-17T15:46:18.110934200+00:00,normal,1
2026-03-17T15:46:18.160883600+00:00,normal,1
2026-03-17T15:46:18.210362+00:00,normal,1
2026-03-17T15:46:18.210925100+00:00,normal,1
2026-03-17T15:46:18.260828300+00:00,normal,1
2026-03-17T15:46:18.307330100+00:00,normal,1
2026-03-17T15:46:18.310235700+00:00,normal,1
2026-03-17T15:46:18.310857400+00:00,normal,1
2026-03-17T15:46:18.360980600+00:00,normal,1
2026-03-17T15:46:18.410266+00:00,normal,1
2026-03-17T15:46:18.411067900+00:00,normal,1
2026-03-17T15:46:18.461091500+00:00,normal,1
2026-03-17T15:46:18.507250500+00:00,normal,1
2026-03-17T15:46:18.510270500+00:00,normal,1
2026-03-17T15:46:18.510970900+00:00,normal,1
2026-03-17T15:46:18.561000500+00:00,normal,1
2026-03-17T15:46:18.611090100+00:00,normal,1
2026-03-17T15:46:18.611176+00:00,normal,1
2026-03-17T15:46:18.661064200+00:00,normal,1
2026-03-17T15:46:18.707316+00:00,normal,1
2026-03-17T15:46:18.710233700+00:00,normal,1
2026-03-17T15:46:18.710990500+00:00,normal,1
2026-03-17T15:46:18.761026600+00:00,normal,1
2026-03-17T15:46:18.810386800+00:00,normal,1
2026-03-17T15:46:18.810950200+00:00,normal,1
2026-03-17T15:46:18.861039700+00:00,normal,1
2026-03-17T15:46:18.907408600+00:00,normal,1
2026-03-17T15:46:18.910382400+00:00,normal,1
2026-03-17T15:46:18.911062400+00:00,normal,1
2026-03-17T15:46:18.961242+00:00,normal,1
2026-03-17T15:46:19.010240200+00:00,normal,1
2026-03-17T15:46:19.010975200+00:00,normal,1
2026-03-17T15:46:19.061126800+00:00,normal,1
2026-03-17T15:46:19.107293900+00:00,normal,1
2026-03-17T15:46:19.110384400+00:00,normal,1
2026-03-17T15:46:19.111126200+00:00,normal,1
2026-03-17T15:46:19.161233800+00:00,normal,1
2026-03-17T15:46:19.210316800+00:00,normal,1
2026-03-17T15:46:19.211178100+00:00,normal,1
2026-03-17T15:46:19.261040600+00:00,normal,1
2026-03-17T15:46:19.309477900+00:00,normal,1
2026-03-17T15:46:19.311173200+00:00,normal,1
2026-03-17T15:46:19.322365300+00:00,normal,1
2026-03-17T15:46:19.361110900+00:00,normal,1
2026-03-17T15:46:19.411190700+00:00,normal,1
2026-03-17T15:46:19.431700+00:00,normal,1
2026-03-17T15:46:19.461073+00:00,normal,1
2026-03-17T15:46:19.507318200+00:00,normal,1
2026-03-17T15:46:19.511170+00:00,normal,1
2026-03-17T15:46:19.541312300+00:00,normal,1
2026-03-17T15:46:19.561248100+00:00,normal,1
2026-03-17T15:46:19.611226500+00:00,normal,1
2026-03-17T15:46:19.641280900+00:00,normal,1
2026-03-17T15:46:19.661171800+00:00,normal,1
2026-03-17T15:46:19.707332900+00:00,normal,1
2026-03-17T15:46:19.711224200+00:00,normal,1
2026-03-17T15:46:19.744800300+00:00,normal,1
2026-03-17T15:46:19.761238300+00:00,normal,1
2026-03-17T15:46:19.811302700+00:00,normal,1
2026-03-17T15:46:19.841311500+00:00,normal,1
2026-03-17T15:46:19.861090800+00:00,normal,1
2026-03-17T15:46:19.907444+00:00,normal,1
2026-03-17T15:46:19.911150+00:00,normal,1
2026-03-17T15:46:19.948205400+00:00,normal,1
2026-03-17T15:46:19.961162400+00:00,normal,1
2026-03-17T15:46:20.011216200+00:00,normal,1
2026-03-17T15:46:20.048216900+00:00,normal,1
2026-03-17T15:46:20.061249900+00:00,normal,1
2026-03-17T15:46:20.107453500+00:00,normal,1
2026-03-17T15:46:20.111466200+00:00,normal,1
2026-03-17T15:46:20.151746600+00:00,normal,1
2026-03-17T15:46:20.161186900+00:00,normal,1
2026-03-17T15:46:20.211423200+00:00,normal,1
2026-03-17T15:46:20.248372600+00:00,normal,1
2026-03-17T15:46:20.261251600+00:00,normal,1
2026-03-17T15:46:20.307294800+00:00,normal,1
2026-03-17T15:46:20.311193300+00:00,normal,1
2026-03-17T15:46:20.348327100+00:00,normal,1
2026-03-17T15:46:20.361208+00:00,normal,1
2026-03-17T15:46:20.411396600+00:00,normal,1
2026-03-17T15:46:20.448410500+00:00,normal,1
2026-03-17T15:46:20.461354700+00:00,normal,1
2026-03-17T15:46:20.508135300+00:00,normal,1
2026-03-17T15:46:20.511180+00:00,normal,1
2026-03-17T15:46:20.548536800+00:00,normal,1
2026-03-17T15:46:20.561233300+00:00,normal,1
2026-03-17T15:47:28.612539900+00:00,normal,1
2026-03-17T15:47:28.616753200+00:00,normal,1
2026-03-17T15:47:28.664290500+00:00,normal,1
2026-03-17T15:47:28.666658600+00:00,normal,1
2026-03-17T15:47:28.712291700+00:00,normal,1
2026-03-17T15:47:28.716630800+00:00,normal,1
2026-03-17T15:47:28.766729900+00:00,normal,1
2026-03-17T15:47:28.812404800+00:00,normal,1
2026-03-17T15:47:28.816741300+00:00,normal,1
2026-03-17T15:47:28.866468500+00:00,normal,1
2026-03-17T15:47:28.866827600+00:00,normal,1
2026-03-17T15:47:28.913317300+00:00,normal,1
2026-03-17T15:47:28.916809500+00:00,normal,1
2026-03-17T15:47:28.966822100+00:00,normal,1
2026-03-17T15:47:29.012410500+00:00,normal,1
2026-03-17T15:47:29.016870+00:00,normal,1
2026-03-17T15:47:29.064268500+00:00,normal,1
2026-03-17T15:47:29.066767+00:00,normal,1
2026-03-17T15:47:29.112395600+00:00,normal,1
2026-03-17T15:47:29.116866100+00:00,normal,1
2026-03-17T15:47:29.166903400+00:00,normal,1
2026-03-17T15:47:29.215785500+00:00,normal,1
2026-03-17T15:47:29.216927100+00:00,normal,1
2026-03-17T15:47:29.264388200+00:00,normal,1
2026-03-17T15:47:29.266814100+00:00,normal,1
2026-03-17T15:47:29.312589200+00:00,normal,1
2026-03-17T15:47:29.316834500+00:00,normal,1
2026-03-17T15:47:29.366968300+00:00,normal,1
2026-03-17T15:47:29.412320200+00:00,normal,1
2026-03-17T15:47:29.416809600+00:00,normal,1
2026-03-17T15:47:29.464387400+00:00,normal,1
2026-03-17T15:47:29.466921400+00:00,normal,1
2026-03-17T15:47:29.516414100+00:00,normal,1
2026-03-17T15:47:29.517006800+00:00,normal,1
2026-03-17T15:47:29.566829600+00:00,normal,1
2026-03-17T15:47:29.612433600+00:00,normal,1
2026-03-17T15:47:29.616893200+00:00,normal,1
