ts,total,critical,important,normal
2026-03-18T11:13:54.405439800+00:00,1,0,1,0
2026-03-18T11:13:54.432252500+00:00,1,0,0,1
2026-03-18T11:13:54.442579700+00:00,1,1,0,0
2026-03-18T11:13:54.455013+00:00,1,0,1,0
2026-03-18T11:13:54.513803+00:00,1,0,1,0
2026-03-18T11:13:54.542723500+00:00,1,1,0,0
2026-03-18T11:13:54.554649700+00:00,1,0,1,0
2026-03-18T11:13:54.604867400+00:00,1,0,1,0
2026-03-18T11:13:54.630920200+00:00,1,0,0,1
2026-03-18T11:13:54.653013700+00:00,1,1,0,0
2026-03-18T11:13:54.667509600+00:00,1,0,1,0
2026-03-18T11:13:54.717440600+00:00,1,0,1,0
2026-03-18T11:13:54.742226900+00:00,1,1,0,0
2026-03-18T11:13:54.763875600+00:00,1,0,1,0
2026-03-18T11:13:54.815548800+00:00,1,0,1,0
2026-03-18T11:13:54.831670700+00:00,1,0,0,1
2026-03-18T11:13:54.842508700+00:00,1,1,0,0
2026-03-18T11:13:54.860626800+00:00,1,0,1,0
2026-03-18T11:13:54.915500300+00:00,1,0,1,0
2026-03-18T11:13:54.940897600+00:00,1,1,0,0
2026-03-18T11:13:59.150983500+00:00,1,0,1,0
2026-03-18T11:13:59.153520300+00:00,64,42,22,0
2026-03-18T11:13:59.155442500+00:00,64,0,61,3
2026-03-18T11:13:59.166262200+00:00,19,0,1,18
2026-03-18T11:13:59.213238800+00:00,1,0,1,0
2026-03-18T11:13:59.232286+00:00,1,0,0,1
2026-03-18T11:13:59.242480400+00:00,1,1,0,0
2026-03-18T11:13:59.266207400+00:00,1,0,1,0
2026-03-18T11:13:59.319728100+00:00,1,0,1,0
2026-03-18T11:13:59.342760300+00:00,1,1,0,0
2026-03-18T11:13:59.364760200+00:00,1,0,1,0
2026-03-18T11:13:59.415379900+00:00,1,0,1,0
2026-03-18T11:13:59.430913500+00:00,1,0,0,1
2026-03-18T11:13:59.440797200+00:00,1,1,0,0
2026-03-18T11:13:59.456806100+00:00,1,0,1,0
2026-03-18T11:13:59.515125700+00:00,1,0,1,0
2026-03-18T11:13:59.540592200+00:00,1,1,0,0
2026-03-18T11:13:59.563376800+00:00,1,0,1,0
2026-03-18T11:13:59.615412100+00:00,1,0,1,0
2026-03-18T11:13:59.630804400+00:00,1,0,0,1
2026-03-18T11:13:59.643234900+00:00,1,1,0,0
2026-03-18T11:13:59.658127+00:00,1,0,1,0
2026-03-18T11:13:59.706732400+00:00,1,0,1,0
2026-03-18T11:13:59.740654900+00:00,1,1,0,0
2026-03-18T11:13:59.763877300+00:00,1,0,1,0
2026-03-18T11:13:59.813899400+00:00,1,0,1,0
2026-03-18T11:13:59.833517500+00:00,1,0,0,1
2026-03-18T11:13:59.840626500+00:00,1,1,0,0
2026-03-18T11:13:59.856810+00:00,1,0,1,0
2026-03-18T11:13:59.906701100+00:00,1,0,1,0
2026-03-18T11:13:59.942802+00:00,1,1,0,0
2026-03-18T11:14:04.165040600+00:00,1,0,1,0
2026-03-18T11:14:04.167182300+00:00,64,41,23,0
2026-03-18T11:14:04.169200+00:00,64,0,57,7
2026-03-18T11:14:04.170515800+00:00,14,0,0,14
2026-03-18T11:14:04.190768600+00:00,1,1,0,0
2026-03-18T11:14:04.193048+00:00,1,0,1,0
2026-03-18T11:14:04.247109900+00:00,1,0,1,0
2026-03-18T11:14:04.262402300+00:00,1,0,0,1
2026-03-18T11:14:04.290605500+00:00,1,1,0,0
2026-03-18T11:14:04.292914300+00:00,1,0,1,0
2026-03-18T11:14:04.361080400+00:00,1,0,1,0
2026-03-18T11:14:04.390942200+00:00,1,1,0,0
2026-03-18T11:14:04.397839400+00:00,1,0,1,0
2026-03-18T11:14:04.450101900+00:00,1,0,1,0
2026-03-18T11:14:04.465589600+00:00,1,0,0,1
2026-03-18T11:14:04.493217500+00:00,2,1,1,0
2026-03-18T11:14:04.545597400+00:00,1,0,1,0
2026-03-18T11:14:04.590551700+00:00,1,1,0,0
2026-03-18T11:14:04.592620700+00:00,1,0,1,0
2026-03-18T11:14:04.646973300+00:00,1,0,1,0
2026-03-18T11:14:04.664288700+00:00,1,0,0,1
2026-03-18T11:14:04.690569700+00:00,1,1,0,0
2026-03-18T11:14:04.692899100+00:00,1,0,1,0
2026-03-18T11:14:04.744613400+00:00,1,0,1,0
2026-03-18T11:14:04.790613700+00:00,1,1,0,0
2026-03-18T11:14:04.805558400+00:00,1,0,1,0
2026-03-18T11:14:04.847829600+00:00,1,0,1,0
2026-03-18T11:14:04.863773400+00:00,1,0,0,1
2026-03-18T11:14:04.892523+00:00,1,1,0,0
2026-03-18T11:14:04.894694500+00:00,1,0,1,0
2026-03-18T11:14:04.944572100+00:00,1,0,1,0
2026-03-18T11:14:14.167858400+00:00,64,41,23,0
2026-03-18T11:14:14.170349300+00:00,64,50,14,0
2026-03-18T11:14:14.172646900+00:00,64,0,64,0
2026-03-18T11:14:14.174164900+00:00,64,0,64,0
2026-03-18T11:14:14.175698200+00:00,64,0,18,46
2026-03-18T11:14:14.190530700+00:00,1,1,0,0
2026-03-18T11:14:14.195142600+00:00,1,0,1,0
2026-03-18T11:14:14.261957+00:00,2,0,1,1
2026-03-18T11:14:14.290627+00:00,1,1,0,0
2026-03-18T11:14:14.294915+00:00,1,0,1,0
2026-03-18T11:14:14.356945200+00:00,1,0,1,0
2026-03-18T11:14:14.390660300+00:00,1,1,0,0
2026-03-18T11:14:14.394990500+00:00,1,0,1,0
2026-03-18T11:14:14.537647+00:00,1,0,1,0
2026-03-18T11:14:14.625838500+00:00,3,1,1,1
2026-03-18T11:14:14.736252900+00:00,2,1,1,0
2026-03-18T11:14:14.737501200+00:00,1,0,0,1
2026-03-18T11:14:14.775472700+00:00,2,1,1,0
2026-03-18T11:14:14.792926600+00:00,1,1,0,0
2026-03-18T11:14:14.797067700+00:00,1,0,1,0
2026-03-18T11:14:14.865876900+00:00,2,0,1,1
2026-03-18T11:14:14.914462300+00:00,2,1,1,0
2026-03-18T11:14:14.946739400+00:00,1,0,1,0
2026-03-18T11:14:19.168267300+00:00,1,1,0,0
2026-03-18T11:14:19.170724300+00:00,64,41,23,0
2026-03-18T11:14:19.173329200+00:00,64,0,61,3
2026-03-18T11:14:19.175270600+00:00,18,0,0,18
2026-03-18T11:14:19.190532500+00:00,1,1,0,0
2026-03-18T11:14:19.213734400+00:00,1,0,1,0
2026-03-18T11:14:19.248598200+00:00,1,0,1,0
2026-03-18T11:14:19.264694500+00:00,1,0,0,1
2026-03-18T11:14:19.302859500+00:00,2,1,1,0
2026-03-18T11:14:19.348370200+00:00,1,0,1,0
2026-03-18T11:14:19.390595900+00:00,1,1,0,0
2026-03-18T11:14:19.406314+00:00,1,0,1,0
2026-03-18T11:14:19.453397+00:00,1,0,1,0
2026-03-18T11:14:19.457288900+00:00,1,0,0,1
2026-03-18T11:14:19.492520700+00:00,1,1,0,0
2026-03-18T11:14:19.513791900+00:00,1,0,1,0
2026-03-18T11:14:19.556149+00:00,1,0,1,0
2026-03-18T11:14:19.590521600+00:00,1,1,0,0
2026-03-18T11:14:19.598360800+00:00,1,0,1,0
2026-03-18T11:14:19.654604200+00:00,1,0,1,0
2026-03-18T11:14:19.655244+00:00,1,0,0,1
2026-03-18T11:14:19.692596200+00:00,1,1,0,0
2026-03-18T11:14:19.706534100+00:00,1,0,1,0
2026-03-18T11:14:19.765561300+00:00,1,0,1,0
2026-03-18T11:14:19.797009100+00:00,1,1,0,0
2026-03-18T11:14:19.798034100+00:00,1,0,1,0
2026-03-18T11:14:19.848579900+00:00,1,0,1,0
2026-03-18T11:14:19.864691+00:00,1,0,0,1
2026-03-18T11:14:19.904517200+00:00,2,1,1,0
2026-03-18T11:14:19.948681300+00:00,1,0,1,0
2026-03-18T11:14:24.181792200+00:00,1,1,0,0
2026-03-18T11:14:24.185763200+00:00,64,41,23,0
2026-03-18T11:14:24.187577500+00:00,64,0,59,5
2026-03-18T11:14:24.188669+00:00,16,0,0,16
2026-03-18T11:14:24.192637200+00:00,1,1,0,0
2026-03-18T11:14:24.214864100+00:00,1,0,1,0
2026-03-18T11:14:24.264980100+00:00,2,0,1,1
2026-03-18T11:14:24.292518700+00:00,1,1,0,0
2026-03-18T11:14:24.308844100+00:00,1,0,1,0
2026-03-18T11:14:24.356831600+00:00,1,0,1,0
2026-03-18T11:14:24.392592900+00:00,1,1,0,0
2026-03-18T11:14:24.406807300+00:00,1,0,1,0
2026-03-18T11:14:24.465075300+00:00,2,0,1,1
2026-03-18T11:14:24.500018100+00:00,1,1,0,0
2026-03-18T11:14:24.506782300+00:00,1,0,1,0
2026-03-18T11:14:24.556603700+00:00,1,0,1,0
2026-03-18T11:14:24.592471600+00:00,1,1,0,0
2026-03-18T11:14:24.606611100+00:00,1,0,1,0
2026-03-18T11:14:24.656588500+00:00,2,0,1,1
2026-03-18T11:14:24.699692100+00:00,1,1,0,0
2026-03-18T11:14:24.716183600+00:00,1,0,1,0
2026-03-18T11:14:24.767872500+00:00,1,0,1,0
2026-03-18T11:14:24.799480200+00:00,1,1,0,0
2026-03-18T11:14:24.806593500+00:00,1,0,1,0
2026-03-18T11:14:24.864820700+00:00,2,0,1,1
2026-03-18T11:14:24.903494700+00:00,1,1,0,0
2026-03-18T11:14:24.916077300+00:00,1,0,1,0
2026-03-18T11:14:24.961138900+00:00,1,0,1,0
2026-03-18T11:14:29.192069700+00:00,1,1,0,0
2026-03-18T11:14:29.193694+00:00,64,42,22,0
2026-03-18T11:14:29.195449800+00:00,64,0,62,2
2026-03-18T11:14:29.196224800+00:00,19,0,0,19
2026-03-18T11:14:29.208928100+00:00,1,0,1,0
2026-03-18T11:14:29.256579100+00:00,1,0,0,1
2026-03-18T11:14:29.259115800+00:00,1,0,1,0
2026-03-18T11:14:29.292738300+00:00,1,1,0,0
2026-03-18T11:14:29.309017300+00:00,1,0,1,0
2026-03-18T11:14:29.363577600+00:00,1,0,1,0
2026-03-18T11:14:29.397676600+00:00,1,1,0,0
2026-03-18T11:14:29.408574900+00:00,1,0,1,0
2026-03-18T11:14:29.456437700+00:00,1,0,0,1
2026-03-18T11:14:29.458523300+00:00,1,0,1,0
2026-03-18T11:14:29.492470200+00:00,1,1,0,0
2026-03-18T11:14:29.508628400+00:00,1,0,1,0
2026-03-18T11:14:29.562637600+00:00,1,0,1,0
2026-03-18T11:14:29.591714300+00:00,1,1,0,0
2026-03-18T11:14:29.609088800+00:00,1,0,1,0
2026-03-18T11:14:29.656774400+00:00,1,0,0,1
2026-03-18T11:14:29.658641300+00:00,1,0,1,0
2026-03-18T11:14:29.701118900+00:00,1,1,0,0
2026-03-18T11:14:29.708905900+00:00,1,0,1,0
2026-03-18T11:14:29.758564100+00:00,1,0,1,0
2026-03-18T11:14:29.792747200+00:00,1,1,0,0
2026-03-18T11:14:29.810985+00:00,1,0,1,0
2026-03-18T11:14:29.856581600+00:00,1,0,0,1
2026-03-18T11:14:29.858439300+00:00,1,0,1,0
2026-03-18T11:14:29.896705200+00:00,1,1,0,0
2026-03-18T11:14:29.908847500+00:00,1,0,1,0
2026-03-18T11:14:29.967916300+00:00,1,0,1,0
2026-03-18T11:14:34.193052600+00:00,1,1,0,0
2026-03-18T11:14:34.197813800+00:00,64,42,22,0
2026-03-18T11:14:34.199542600+00:00,64,0,64,0
2026-03-18T11:14:34.200526500+00:00,19,0,1,18
2026-03-18T11:14:34.210961600+00:00,1,0,1,0
2026-03-18T11:14:34.257422100+00:00,1,0,0,1
2026-03-18T11:14:34.260839500+00:00,1,0,1,0
2026-03-18T11:14:34.292753900+00:00,1,1,0,0
2026-03-18T11:14:34.314719500+00:00,1,0,1,0
2026-03-18T11:14:34.369109800+00:00,1,0,1,0
2026-03-18T11:14:34.403990+00:00,1,1,0,0
2026-03-18T11:14:34.417017500+00:00,1,0,1,0
2026-03-18T11:14:34.456653900+00:00,1,0,0,1
2026-03-18T11:14:34.464178400+00:00,1,0,1,0
2026-03-18T11:14:34.492680500+00:00,1,1,0,0
2026-03-18T11:14:34.510859800+00:00,1,0,1,0
2026-03-18T11:14:34.560732100+00:00,1,0,1,0
2026-03-18T11:14:34.592728300+00:00,1,1,0,0
2026-03-18T11:14:34.615004+00:00,1,0,1,0
2026-03-18T11:14:34.656797+00:00,1,0,0,1
2026-03-18T11:14:34.664586700+00:00,1,0,1,0
2026-03-18T11:14:34.692703500+00:00,1,1,0,0
2026-03-18T11:14:34.710617300+00:00,1,0,1,0
2026-03-18T11:14:34.762835700+00:00,1,0,1,0
2026-03-18T11:14:34.794328900+00:00,1,1,0,0
2026-03-18T11:14:34.810803+00:00,1,0,1,0
2026-03-18T11:14:34.865810100+00:00,2,0,1,1
2026-03-18T11:14:34.892752100+00:00,1,1,0,0
2026-03-18T11:14:34.912760300+00:00,1,0,1,0
2026-03-18T11:14:34.963088+00:00,1,0,1,0
2026-03-18T11:14:44.204626+00:00,64,41,23,0
2026-03-18T11:14:44.208297300+00:00,64,50,14,0
2026-03-18T11:14:44.210232400+00:00,64,0,64,0
2026-03-18T11:14:44.212338800+00:00,64,0,64,0
2026-03-18T11:14:44.214767800+00:00,60,0,14,46
2026-03-18T11:14:44.215833100+00:00,1,0,1,0
2026-03-18T11:14:44.244677700+00:00,1,1,0,0
2026-03-18T11:14:44.259950600+00:00,1,0,0,1
2026-03-18T11:14:44.281474600+00:00,1,0,1,0
2026-03-18T11:14:44.321913300+00:00,1,0,1,0
2026-03-18T11:14:44.346919100+00:00,1,1,0,0
2026-03-18T11:14:44.379071300+00:00,1,0,1,0
2026-03-18T11:14:44.428550+00:00,1,0,1,0
2026-03-18T11:14:44.444966800+00:00,1,1,0,0
2026-03-18T11:14:44.463966200+00:00,1,0,0,1
2026-03-18T11:14:44.476993500+00:00,1,0,1,0
2026-03-18T11:14:44.528847+00:00,1,0,1,0
2026-03-18T11:14:44.545153900+00:00,1,1,0,0
2026-03-18T11:14:44.576061400+00:00,1,0,1,0
2026-03-18T11:14:44.628463900+00:00,1,0,1,0
2026-03-18T11:14:44.644699800+00:00,1,1,0,0
2026-03-18T11:14:44.662667400+00:00,1,0,0,1
2026-03-18T11:14:44.673733300+00:00,1,0,1,0
2026-03-18T11:14:44.733622500+00:00,1,0,1,0
2026-03-18T11:14:44.747145800+00:00,1,1,0,0
2026-03-18T11:14:44.777102700+00:00,1,0,1,0
2026-03-18T11:14:44.830273500+00:00,1,0,1,0
2026-03-18T11:14:44.844517200+00:00,1,1,0,0
2026-03-18T11:14:44.877832+00:00,2,0,1,1
2026-03-18T11:14:44.929900100+00:00,1,0,1,0
2026-03-18T11:14:44.944469900+00:00,1,1,0,0
2026-03-18T11:14:44.989012900+00:00,1,0,1,0
2026-03-18T11:14:49.207605600+00:00,1,0,1,0
2026-03-18T11:14:49.209962100+00:00,64,42,22,0
2026-03-18T11:14:49.211651600+00:00,64,0,61,3
2026-03-18T11:14:49.212930900+00:00,18,0,0,18
2026-03-18T11:14:49.229927100+00:00,1,0,1,0
2026-03-18T11:14:49.248512600+00:00,1,1,0,0
2026-03-18T11:14:49.275523900+00:00,1,0,0,1
2026-03-18T11:14:49.276537600+00:00,1,0,1,0
2026-03-18T11:14:49.329191400+00:00,1,0,1,0
2026-03-18T11:14:49.346486700+00:00,1,1,0,0
2026-03-18T11:14:49.390961400+00:00,1,0,1,0
2026-03-18T11:14:49.430776800+00:00,1,0,1,0
2026-03-18T11:14:49.446677900+00:00,1,1,0,0
2026-03-18T11:14:49.466457+00:00,1,0,0,1
2026-03-18T11:14:49.477271400+00:00,1,0,1,0
2026-03-18T11:14:49.529629900+00:00,1,0,1,0
2026-03-18T11:14:49.547162600+00:00,1,1,0,0
2026-03-18T11:14:49.580283200+00:00,1,0,1,0
2026-03-18T11:14:49.641951700+00:00,1,0,1,0
2026-03-18T11:14:49.646552700+00:00,1,1,0,0
2026-03-18T11:14:49.666776700+00:00,1,0,0,1
2026-03-18T11:14:49.680137500+00:00,1,0,1,0
2026-03-18T11:14:49.730719400+00:00,1,0,1,0
2026-03-18T11:14:49.747175700+00:00,1,1,0,0
2026-03-18T11:14:49.778305200+00:00,1,0,1,0
2026-03-18T11:14:49.830379200+00:00,1,0,1,0
2026-03-18T11:14:49.846605700+00:00,1,1,0,0
2026-03-18T11:14:49.866722600+00:00,1,0,0,1
2026-03-18T11:14:49.879206800+00:00,1,0,1,0
2026-03-18T11:14:49.929567100+00:00,1,0,1,0
2026-03-18T11:14:49.946726200+00:00,1,1,0,0
2026-03-18T11:14:49.980122300+00:00,1,0,1,0
2026-03-18T11:14:54.212776700+00:00,1,0,1,0
2026-03-18T11:14:54.215331300+00:00,64,42,22,0
2026-03-18T11:14:54.217456400+00:00,64,0,61,3
2026-03-18T11:14:54.218856500+00:00,18,0,0,18
2026-03-18T11:14:54.229525200+00:00,1,0,1,0
2026-03-18T11:14:54.262294900+00:00,1,1,0,0
2026-03-18T11:14:54.266783300+00:00,1,0,0,1
2026-03-18T11:14:54.278744200+00:00,1,0,1,0
2026-03-18T11:14:54.329599500+00:00,1,0,1,0
2026-03-18T11:14:54.346765+00:00,1,1,0,0
2026-03-18T11:14:54.379904+00:00,1,0,1,0
2026-03-18T11:14:54.439449300+00:00,1,0,1,0
2026-03-18T11:14:54.446447800+00:00,1,1,0,0
2026-03-18T11:14:54.466866600+00:00,1,0,0,1
2026-03-18T11:14:54.479885900+00:00,1,0,1,0
2026-03-18T11:14:54.530658200+00:00,1,0,1,0
2026-03-18T11:14:54.546735800+00:00,1,1,0,0
2026-03-18T11:14:54.577378800+00:00,1,0,1,0
2026-03-18T11:14:54.627215400+00:00,1,0,1,0
2026-03-18T11:14:54.646552900+00:00,1,1,0,0
2026-03-18T11:14:54.666474800+00:00,1,0,0,1
2026-03-18T11:14:54.677479900+00:00,1,0,1,0
2026-03-18T11:14:54.727292400+00:00,1,0,1,0
2026-03-18T11:14:54.746566500+00:00,1,1,0,0
2026-03-18T11:14:54.777026100+00:00,1,0,1,0
2026-03-18T11:14:54.827384800+00:00,1,0,1,0
2026-03-18T11:14:54.846765400+00:00,1,1,0,0
2026-03-18T11:14:54.866719100+00:00,1,0,0,1
2026-03-18T11:14:54.877015500+00:00,1,0,1,0
2026-03-18T11:14:54.926962+00:00,1,0,1,0
2026-03-18T11:14:54.954856100+00:00,1,1,0,0
2026-03-18T11:14:54.977045900+00:00,1,0,1,0
2026-03-18T11:14:59.215171700+00:00,1,0,1,0
2026-03-18T11:14:59.218119100+00:00,64,42,22,0
2026-03-18T11:14:59.220931500+00:00,64,0,57,7
2026-03-18T11:14:59.222394700+00:00,14,0,0,14
2026-03-18T11:14:59.238325800+00:00,1,0,1,0
2026-03-18T11:14:59.252266700+00:00,1,1,0,0
2026-03-18T11:14:59.268786100+00:00,1,0,0,1
2026-03-18T11:14:59.296352+00:00,1,0,1,0
2026-03-18T11:14:59.343597700+00:00,1,0,1,0
2026-03-18T11:14:59.359611700+00:00,1,1,0,0
2026-03-18T11:14:59.390429400+00:00,1,0,1,0
2026-03-18T11:14:59.441074600+00:00,1,0,1,0
2026-03-18T11:14:59.450861700+00:00,1,1,0,0
2026-03-18T11:14:59.468904600+00:00,1,0,0,1
2026-03-18T11:14:59.488322+00:00,1,0,1,0
2026-03-18T11:14:59.539541300+00:00,1,0,1,0
2026-03-18T11:14:59.554763100+00:00,1,1,0,0
2026-03-18T11:14:59.583953100+00:00,1,0,1,0
2026-03-18T11:14:59.648752900+00:00,1,0,1,0
2026-03-18T11:14:59.649411100+00:00,1,1,0,0
2026-03-18T11:14:59.668592400+00:00,1,0,0,1
2026-03-18T11:14:59.694399100+00:00,1,0,1,0
2026-03-18T11:14:59.740060200+00:00,1,0,1,0
2026-03-18T11:14:59.750689+00:00,1,1,0,0
2026-03-18T11:14:59.795155900+00:00,1,0,1,0
2026-03-18T11:14:59.844967100+00:00,1,0,1,0
2026-03-18T11:14:59.850458200+00:00,1,1,0,0
2026-03-18T11:14:59.868526700+00:00,1,0,0,1
2026-03-18T11:14:59.894615900+00:00,1,0,1,0
2026-03-18T11:14:59.946520900+00:00,1,0,1,0
2026-03-18T11:14:59.948671900+00:00,1,1,0,0
2026-03-18T11:14:59.983348600+00:00,1,0,1,0
2026-03-18T11:15:04.226759800+00:00,1,0,1,0
2026-03-18T11:15:04.229428+00:00,64,42,22,0
2026-03-18T11:15:04.231329300+00:00,64,0,61,3
2026-03-18T11:15:04.233060800+00:00,18,0,0,18
2026-03-18T11:15:04.233737500+00:00,1,0,1,0
2026-03-18T11:15:04.256703500+00:00,1,1,0,0
2026-03-18T11:15:04.277561900+00:00,1,0,0,1
2026-03-18T11:15:04.290433500+00:00,1,0,1,0
2026-03-18T11:15:04.344556100+00:00,1,0,1,0
2026-03-18T11:15:04.350576400+00:00,1,1,0,0
2026-03-18T11:15:04.395275400+00:00,1,0,1,0
2026-03-18T11:15:04.435767300+00:00,1,0,1,0
2026-03-18T11:15:04.461758800+00:00,1,1,0,0
2026-03-18T11:15:04.476958400+00:00,1,0,0,1
2026-03-18T11:15:04.486174100+00:00,1,0,1,0
2026-03-18T11:15:04.539669100+00:00,1,0,1,0
2026-03-18T11:15:04.560945700+00:00,1,1,0,0
2026-03-18T11:15:04.586631600+00:00,1,0,1,0
2026-03-18T11:15:04.635433500+00:00,1,0,1,0
2026-03-18T11:15:04.650749400+00:00,1,1,0,0
2026-03-18T11:15:04.680667600+00:00,1,0,0,1
2026-03-18T11:15:04.695970500+00:00,1,0,1,0
2026-03-18T11:15:04.737412200+00:00,1,0,1,0
2026-03-18T11:15:04.752814500+00:00,1,1,0,0
2026-03-18T11:15:04.787138100+00:00,1,0,1,0
2026-03-18T11:15:04.845425700+00:00,1,0,1,0
2026-03-18T11:15:04.848524900+00:00,1,1,0,0
2026-03-18T11:15:04.876263800+00:00,1,0,0,1
2026-03-18T11:15:04.890924800+00:00,1,0,1,0
2026-03-18T11:15:04.940612600+00:00,1,0,1,0
2026-03-18T11:15:04.956032600+00:00,1,1,0,0
2026-03-18T11:15:04.986137800+00:00,1,0,1,0
2026-03-18T11:15:09.231935100+00:00,1,0,1,0
2026-03-18T11:15:09.236432500+00:00,64,42,22,0
2026-03-18T11:15:09.240692700+00:00,64,0,62,2
2026-03-18T11:15:09.243960700+00:00,19,0,0,19
2026-03-18T11:15:09.250914500+00:00,1,1,0,0
2026-03-18T11:15:09.278293200+00:00,1,0,0,1
2026-03-18T11:15:09.289229+00:00,1,0,1,0
2026-03-18T11:15:09.345969600+00:00,1,0,1,0
2026-03-18T11:15:09.350730900+00:00,1,1,0,0
2026-03-18T11:15:09.391887600+00:00,1,0,1,0
2026-03-18T11:15:09.443932500+00:00,1,0,1,0
2026-03-18T11:15:09.450649400+00:00,1,1,0,0
2026-03-18T11:15:09.480379800+00:00,1,0,0,1
2026-03-18T11:15:09.495409800+00:00,1,0,1,0
2026-03-18T11:15:09.546686800+00:00,1,0,1,0
2026-03-18T11:15:09.562108300+00:00,1,1,0,0
2026-03-18T11:15:09.595623+00:00,1,0,1,0
2026-03-18T11:15:09.640793800+00:00,1,0,1,0
2026-03-18T11:15:09.661095800+00:00,1,1,0,0
2026-03-18T11:15:09.670609300+00:00,1,0,0,1
2026-03-18T11:15:09.692652700+00:00,1,0,1,0
2026-03-18T11:15:09.734759100+00:00,1,0,1,0
2026-03-18T11:15:09.757880600+00:00,1,1,0,0
2026-03-18T11:15:09.794479700+00:00,1,0,1,0
2026-03-18T11:15:09.845028300+00:00,1,0,1,0
2026-03-18T11:15:09.850486400+00:00,1,1,0,0
2026-03-18T11:15:09.879270600+00:00,1,0,0,1
2026-03-18T11:15:09.894153400+00:00,1,0,1,0
2026-03-18T11:15:09.939763600+00:00,1,0,1,0
2026-03-18T11:15:09.948445200+00:00,1,1,0,0
2026-03-18T11:15:09.995603300+00:00,1,0,1,0
2026-03-18T11:15:14.232513400+00:00,1,0,1,0
2026-03-18T11:15:14.247366600+00:00,64,42,22,0
2026-03-18T11:15:14.249397900+00:00,64,0,60,4
2026-03-18T11:15:14.251428200+00:00,18,1,0,17
2026-03-18T11:15:14.273881200+00:00,1,0,0,1
2026-03-18T11:15:14.294048300+00:00,1,0,1,0
2026-03-18T11:15:14.341642+00:00,1,0,1,0
2026-03-18T11:15:14.357759800+00:00,1,1,0,0
2026-03-18T11:15:14.388717400+00:00,1,0,1,0
2026-03-18T11:15:14.444857200+00:00,1,0,1,0
2026-03-18T11:15:14.450515100+00:00,1,1,0,0
2026-03-18T11:15:14.478111600+00:00,1,0,0,1
2026-03-18T11:15:14.484595400+00:00,1,0,1,0
2026-03-18T11:15:14.544118800+00:00,1,0,1,0
2026-03-18T11:15:14.550814700+00:00,1,1,0,0
2026-03-18T11:15:14.595574500+00:00,1,0,1,0
2026-03-18T11:15:14.637976100+00:00,1,0,1,0
2026-03-18T11:15:14.649386300+00:00,1,1,0,0
2026-03-18T11:15:14.673973200+00:00,1,0,0,1
2026-03-18T11:15:14.689831200+00:00,1,0,1,0
2026-03-18T11:15:14.741982600+00:00,1,0,1,0
2026-03-18T11:15:14.750800900+00:00,1,1,0,0
2026-03-18T11:15:14.791097400+00:00,1,0,1,0
2026-03-18T11:15:14.835388200+00:00,1,0,1,0
2026-03-18T11:15:14.852750500+00:00,1,1,0,0
2026-03-18T11:15:14.879004800+00:00,1,0,0,1
2026-03-18T11:15:14.892996800+00:00,1,0,1,0
2026-03-18T11:15:14.943956300+00:00,1,0,1,0
2026-03-18T11:15:14.950691900+00:00,1,1,0,0
2026-03-18T11:15:14.995610200+00:00,1,0,1,0
2026-03-18T11:15:19.232865500+00:00,1,0,1,0
2026-03-18T11:15:19.248202800+00:00,64,42,22,0
2026-03-18T11:15:19.250554200+00:00,64,1,62,1
2026-03-18T11:15:19.251744300+00:00,20,0,0,20
2026-03-18T11:15:19.278559800+00:00,1,0,0,1
2026-03-18T11:15:19.284781300+00:00,1,0,1,0
2026-03-18T11:15:19.334625100+00:00,1,0,1,0
2026-03-18T11:15:19.351269700+00:00,1,1,0,0
2026-03-18T11:15:19.384800800+00:00,1,0,1,0
2026-03-18T11:15:19.434553400+00:00,1,0,1,0
2026-03-18T11:15:19.458587500+00:00,1,1,0,0
2026-03-18T11:15:19.478912900+00:00,1,0,0,1
2026-03-18T11:15:19.485025500+00:00,1,0,1,0
2026-03-18T11:15:19.541174+00:00,1,0,1,0
2026-03-18T11:15:19.556888800+00:00,1,1,0,0
2026-03-18T11:15:19.584710200+00:00,1,0,1,0
2026-03-18T11:15:19.634651800+00:00,1,0,1,0
2026-03-18T11:15:19.655831400+00:00,1,1,0,0
2026-03-18T11:15:19.681634+00:00,1,0,0,1
2026-03-18T11:15:19.684778100+00:00,1,0,1,0
2026-03-18T11:15:19.736258300+00:00,1,0,1,0
2026-03-18T11:15:19.752358900+00:00,1,1,0,0
2026-03-18T11:15:19.786630300+00:00,1,0,1,0
2026-03-18T11:15:19.834651500+00:00,1,0,1,0
2026-03-18T11:15:19.859019200+00:00,1,1,0,0
2026-03-18T11:15:19.877704300+00:00,1,0,0,1
2026-03-18T11:15:19.893665200+00:00,1,0,1,0
2026-03-18T11:15:19.934583700+00:00,1,0,1,0
2026-03-18T11:15:19.957201200+00:00,1,1,0,0
2026-03-18T11:15:19.984635100+00:00,1,0,1,0
2026-03-18T11:15:24.232703200+00:00,1,0,1,0
2026-03-18T11:15:24.240058300+00:00,64,42,22,0
2026-03-18T11:15:24.242164900+00:00,64,0,62,2
2026-03-18T11:15:24.243645400+00:00,19,0,0,19
2026-03-18T11:15:24.260882300+00:00,1,1,0,0
2026-03-18T11:15:24.266705500+00:00,1,0,0,1
2026-03-18T11:15:24.284675400+00:00,1,0,1,0
2026-03-18T11:15:24.334713600+00:00,1,0,1,0
