ts,sensor,seq,jitter_ms,drift_ms,processing_latency_ms,priority,status
2025-09-05T19:26:54.200173+00:00,power,2,0.328,-0.328,0.379,normal,normal
2025-09-05T19:26:54.200252+00:00,attitude,1,0.240,0.240,0.406,important,warning
2025-09-05T19:26:54.249971+00:00,thermal,4,0.080,0.080,0.073,important,warning
2025-09-05T19:26:54.300160+00:00,power,3,0.365,0.365,0.000,normal,normal
2025-09-05T19:26:54.300261+00:00,thermal,5,0.279,0.279,0.085,important,warning
2025-09-05T19:26:54.300434+00:00,power,3,0.365,0.365,0.278,normal,normal
2025-09-05T19:26:54.350547+00:00,thermal,6,0.200,0.200,0.143,important,warning
2025-09-05T19:26:54.400192+00:00,power,4,0.027,0.027,0.000,normal,normal
2025-09-05T19:26:54.400292+00:00,attitude,2,0.352,0.352,0.000,normal,normal
2025-09-05T19:26:54.400321+00:00,thermal,7,0.134,-0.134,0.069,important,warning
2025-09-05T19:26:54.400559+00:00,power,4,0.027,0.027,0.375,normal,normal
2025-09-05T19:26:54.400639+00:00,attitude,2,0.352,0.352,0.439,normal,normal
2025-09-05T19:26:54.450177+00:00,thermal,8,0.244,-0.244,0.170,important,warning
2025-09-05T19:26:54.500505+00:00,power,5,0.310,0.310,0.000,normal,normal
2025-09-05T19:26:54.500633+00:00,thermal,9,0.513,0.513,0.120,important,warning
2025-09-05T19:26:54.500839+00:00,power,5,0.310,0.310,0.339,normal,normal
2025-09-05T19:26:54.550462+00:00,thermal,10,0.187,-0.187,0.132,important,warning
2025-09-05T19:26:54.599991+00:00,power,6,0.514,-0.514,0.000,normal,normal
2025-09-05T19:26:54.600113+00:00,thermal,11,0.305,-0.305,0.092,important,warning
2025-09-05T19:26:54.600119+00:00,attitude,3,0.203,-0.203,0.000,normal,normal
2025-09-05T19:26:54.600336+00:00,power,6,0.514,-0.514,0.355,normal,normal
2025-09-05T19:26:54.600459+00:00,attitude,3,0.203,-0.203,0.463,normal,normal
2025-09-05T19:26:54.649985+00:00,thermal,12,0.177,-0.177,0.137,important,warning
2025-09-05T19:26:54.700202+00:00,power,7,0.211,0.211,0.000,normal,normal
2025-09-05T19:26:54.700333+00:00,thermal,13,0.365,0.365,0.123,important,warning
2025-09-05T19:26:54.700508+00:00,power,7,0.211,0.211,0.316,normal,normal
2025-09-05T19:26:54.750140+00:00,thermal,14,0.214,-0.214,0.139,important,warning
2025-09-05T19:26:54.800118+00:00,power,8,0.084,-0.084,0.000,normal,normal
2025-09-05T19:26:54.800250+00:00,thermal,15,0.131,0.131,0.126,important,warning
2025-09-05T19:26:54.800291+00:00,attitude,4,0.146,0.146,0.000,normal,normal
2025-09-05T19:26:54.800438+00:00,power,8,0.084,-0.084,0.330,normal,normal
2025-09-05T19:26:54.800576+00:00,attitude,4,0.146,0.146,0.435,normal,normal
2025-09-05T19:26:54.850259+00:00,thermal,16,0.002,-0.002,0.131,important,warning
2025-09-05T19:26:54.899632+00:00,power,9,0.484,-0.484,0.000,normal,normal
2025-09-05T19:26:54.899781+00:00,thermal,17,0.481,-0.481,0.117,important,warning
2025-09-05T19:26:54.899884+00:00,power,9,0.484,-0.484,0.263,normal,normal
2025-09-05T19:26:54.949786+00:00,thermal,18,0.000,-0.000,0.140,important,warning
2025-09-05T19:26:55.000304+00:00,attitude,5,0.025,0.025,0.000,normal,normal
2025-09-05T19:26:55.000402+00:00,power,10,0.782,0.782,0.000,normal,normal
2025-09-05T19:26:55.000520+00:00,thermal,19,0.793,0.793,0.088,important,warning
2025-09-05T19:26:55.001206+00:00,attitude,5,0.025,0.025,1.034,normal,normal
2025-09-05T19:26:55.001268+00:00,power,10,0.782,0.782,0.868,normal,normal
2025-09-05T19:26:55.050580+00:00,thermal,20,0.025,-0.025,0.164,important,warning
2025-09-05T19:26:55.099390+00:00,power,11,1.032,-1.032,0.000,normal,normal
2025-09-05T19:26:55.099542+00:00,thermal,21,1.015,-1.015,0.146,important,warning
2025-09-05T19:26:55.099713+00:00,power,11,1.032,-1.032,0.337,normal,normal
2025-09-05T19:26:55.150184+00:00,thermal,22,0.624,0.624,0.161,important,warning
2025-09-05T19:26:55.199701+00:00,power,12,0.316,0.316,0.000,normal,normal
2025-09-05T19:26:55.199867+00:00,thermal,23,0.309,-0.309,0.151,important,warning
2025-09-05T19:26:55.199894+00:00,attitude,6,0.439,-0.439,0.000,normal,normal
2025-09-05T19:26:55.200055+00:00,power,12,0.316,0.316,0.367,normal,normal
2025-09-05T19:26:55.200186+00:00,attitude,6,0.439,-0.439,0.459,normal,normal
2025-09-05T19:26:55.250714+00:00,thermal,24,0.823,0.823,0.175,important,warning
2025-09-05T19:26:55.300602+00:00,power,13,0.901,0.901,0.000,normal,normal
2025-09-05T19:26:55.300765+00:00,thermal,25,0.078,0.078,0.154,important,warning
2025-09-05T19:26:55.300905+00:00,power,13,0.901,0.901,0.314,normal,normal
2025-09-05T19:26:55.350296+00:00,thermal,26,0.453,-0.453,0.134,important,warning
2025-09-05T19:26:55.399363+00:00,power,14,1.240,-1.240,0.000,normal,normal
2025-09-05T19:26:55.399462+00:00,attitude,7,0.363,-0.363,0.000,normal,normal
2025-09-05T19:26:55.399557+00:00,thermal,27,0.663,-0.663,0.066,important,warning
2025-09-05T19:26:55.399864+00:00,power,14,1.240,-1.240,0.510,normal,normal
2025-09-05T19:26:55.399916+00:00,attitude,7,0.363,-0.363,0.552,normal,normal
2025-09-05T19:26:55.450246+00:00,thermal,28,0.608,0.608,0.139,important,warning
2025-09-05T19:26:55.500141+00:00,power,15,0.778,0.778,0.000,normal,normal
2025-09-05T19:26:55.500317+00:00,thermal,29,0.052,0.052,0.161,important,warning
2025-09-05T19:26:55.500571+00:00,power,15,0.778,0.778,0.443,normal,normal
2025-09-05T19:26:55.550788+00:00,thermal,30,0.452,0.452,0.174,important,warning
2025-09-05T19:26:55.600689+00:00,power,16,0.541,0.541,0.000,normal,normal
2025-09-05T19:26:55.600820+00:00,attitude,8,1.414,1.414,0.000,normal,normal
2025-09-05T19:26:55.600842+00:00,thermal,31,0.082,0.082,0.153,important,warning
2025-09-05T19:26:55.601105+00:00,power,16,0.541,0.541,0.430,normal,normal
2025-09-05T19:26:55.601186+00:00,attitude,8,1.414,1.414,0.410,normal,normal
2025-09-05T19:26:55.650209+00:00,thermal,32,0.653,-0.653,0.168,important,warning
2025-09-05T19:26:55.700459+00:00,power,17,0.221,-0.221,0.000,normal,normal
2025-09-05T19:26:55.700612+00:00,thermal,33,0.429,0.429,0.148,important,warning
2025-09-05T19:26:55.700877+00:00,power,17,0.221,-0.221,0.429,normal,normal
2025-09-05T19:26:55.750209+00:00,thermal,34,0.430,-0.430,0.170,important,warning
2025-09-05T19:26:55.799898+00:00,power,18,0.563,-0.563,0.000,normal,normal
2025-09-05T19:26:55.800126+00:00,attitude,9,0.783,-0.783,0.000,normal,normal
2025-09-05T19:26:55.800193+00:00,power,18,0.563,-0.563,0.303,normal,normal
2025-09-05T19:26:55.801521+00:00,thermal,35,0.145,0.145,1.350,important,warning
2025-09-05T19:26:55.801651+00:00,attitude,9,0.783,-0.783,1.658,normal,normal
2025-09-05T19:26:55.849798+00:00,thermal,36,0.559,-0.559,0.172,important,warning
2025-09-05T19:26:55.900152+00:00,power,19,0.253,0.253,0.000,normal,normal
2025-09-05T19:26:55.900309+00:00,thermal,37,0.537,0.537,0.153,important,warning
2025-09-05T19:26:55.900601+00:00,power,19,0.253,0.253,0.462,normal,normal
2025-09-05T19:26:55.949854+00:00,thermal,38,0.487,-0.487,0.178,important,warning
2025-09-05T19:26:56.000561+00:00,power,20,0.421,0.421,0.000,normal,normal
2025-09-05T19:26:56.000668+00:00,attitude,10,0.541,0.541,0.000,normal,normal
2025-09-05T19:26:56.000744+00:00,thermal,39,0.993,0.993,0.086,important,warning
2025-09-05T19:26:56.001120+00:00,power,20,0.421,0.421,0.566,normal,normal
2025-09-05T19:26:56.001210+00:00,attitude,10,0.541,0.541,0.671,normal,normal
2025-09-05T19:26:56.050728+00:00,thermal,40,0.130,-0.130,0.179,important,warning
2025-09-05T19:26:56.100073+00:00,power,21,0.498,-0.498,0.000,normal,normal
2025-09-05T19:26:56.100226+00:00,thermal,41,0.451,-0.451,0.147,important,warning
2025-09-05T19:26:56.100458+00:00,power,21,0.498,-0.498,0.397,normal,normal
2025-09-05T19:26:56.150210+00:00,thermal,42,0.050,-0.050,0.173,important,warning
2025-09-05T19:26:56.205666+00:00,power,22,5.589,5.589,0.000,normal,normal
2025-09-05T19:26:56.205848+00:00,attitude,11,5.265,5.265,0.000,normal,normal
2025-09-05T19:26:56.205918+00:00,power,22,5.589,5.589,0.256,normal,normal
2025-09-05T19:26:56.206121+00:00,thermal,43,5.805,5.805,0.292,important,warning
2025-09-05T19:26:56.206194+00:00,attitude,11,5.265,5.265,0.399,normal,normal
2025-09-05T19:26:56.257236+00:00,thermal,44,1.363,1.363,0.044,important,warning
2025-09-05T19:26:56.307706+00:00,power,23,2.063,2.063,0.000,normal,normal
2025-09-05T19:26:56.307731+00:00,thermal,45,0.501,0.501,0.040,important,warning
2025-09-05T19:26:56.307842+00:00,power,23,2.063,2.063,0.138,normal,normal
2025-09-05T19:26:56.357639+00:00,thermal,46,0.118,-0.118,0.062,important,warning
2025-09-05T19:26:56.407795+00:00,power,24,0.087,0.087,0.000,normal,normal
2025-09-05T19:26:56.407872+00:00,thermal,47,0.190,0.190,0.101,important,warning
2025-09-05T19:26:56.407905+00:00,attitude,12,1.977,1.977,0.000,normal,normal
2025-09-05T19:26:56.408202+00:00,power,24,0.087,0.087,0.409,normal,normal
2025-09-05T19:26:56.408332+00:00,attitude,12,1.977,1.977,0.559,normal,normal
2025-09-05T19:26:56.457981+00:00,thermal,48,0.077,0.077,0.132,important,warning
2025-09-05T19:26:56.507644+00:00,power,25,0.151,-0.151,0.000,normal,normal
2025-09-05T19:26:56.507753+00:00,thermal,49,0.212,-0.212,0.115,important,warning
2025-09-05T19:26:56.507912+00:00,power,25,0.151,-0.151,0.271,normal,normal
2025-09-05T19:26:56.557946+00:00,thermal,50,0.162,0.162,0.149,important,warning
2025-09-05T19:26:56.607930+00:00,power,26,0.287,0.287,0.000,normal,normal
2025-09-05T19:26:56.607997+00:00,thermal,51,0.088,0.088,0.112,important,warning
2025-09-05T19:26:56.608005+00:00,attitude,13,0.130,0.130,0.000,normal,normal
2025-09-05T19:26:56.608167+00:00,power,26,0.287,0.287,0.240,normal,normal
2025-09-05T19:26:56.608337+00:00,attitude,13,0.130,0.130,0.434,normal,normal
2025-09-05T19:26:56.658062+00:00,thermal,52,0.060,0.060,0.117,important,warning
2025-09-05T19:26:56.708112+00:00,power,27,0.181,0.181,0.000,normal,normal
2025-09-05T19:26:56.708194+00:00,thermal,53,0.099,0.099,0.148,important,warning
2025-09-05T19:26:56.708530+00:00,power,27,0.181,0.181,0.420,normal,normal
2025-09-05T19:26:56.757784+00:00,thermal,54,0.381,-0.381,0.120,important,warning
2025-09-05T19:26:56.807755+00:00,power,28,0.357,-0.357,0.000,normal,normal
2025-09-05T19:26:56.807770+00:00,thermal,55,0.010,0.010,0.097,important,warning
2025-09-05T19:26:56.807773+00:00,attitude,14,0.226,-0.226,0.000,normal,normal
2025-09-05T19:26:56.808187+00:00,power,28,0.357,-0.357,0.432,normal,normal
2025-09-05T19:26:56.808288+00:00,attitude,14,0.226,-0.226,0.612,normal,normal
2025-09-05T19:26:56.857246+00:00,thermal,56,0.515,-0.515,0.092,important,warning
2025-09-05T19:26:56.909198+00:00,thermal,57,1.123,1.123,0.914,important,warning
2025-09-05T19:26:56.909340+00:00,power,29,1.585,1.585,0.000,normal,normal
2025-09-05T19:26:56.912018+00:00,power,29,1.585,1.585,2.679,normal,normal
2025-09-05T19:26:56.957948+00:00,thermal,58,0.394,-0.394,0.067,important,warning
2025-09-05T19:26:57.008341+00:00,power,30,0.996,-0.996,0.000,normal,normal
2025-09-05T19:26:57.008364+00:00,attitude,15,0.648,0.648,0.000,normal,normal
2025-09-05T19:26:57.008367+00:00,thermal,59,0.425,0.425,0.063,important,warning
2025-09-05T19:26:57.008607+00:00,power,30,0.996,-0.996,0.268,normal,normal
2025-09-05T19:26:57.008693+00:00,attitude,15,0.648,0.648,0.371,normal,normal
2025-09-05T19:26:57.057636+00:00,thermal,60,0.806,-0.806,0.130,important,warning
2025-09-05T19:26:57.107649+00:00,power,31,0.697,-0.697,0.000,normal,normal
2025-09-05T19:26:57.107982+00:00,thermal,61,0.134,0.134,0.340,important,warning
2025-09-05T19:26:57.108184+00:00,power,31,0.697,-0.697,0.541,normal,normal
2025-09-05T19:26:57.157197+00:00,thermal,62,0.657,-0.657,0.213,important,warning
2025-09-05T19:26:57.207838+00:00,thermal,63,0.736,0.736,0.114,important,warning
2025-09-05T19:26:57.207983+00:00,attitude,16,0.423,-0.423,0.000,normal,normal
2025-09-05T19:26:57.208020+00:00,power,32,0.378,0.378,0.000,normal,normal
2025-09-05T19:26:57.208378+00:00,attitude,16,0.423,-0.423,0.474,normal,normal
2025-09-05T19:26:57.208611+00:00,power,32,0.378,0.378,0.591,normal,normal
2025-09-05T19:26:57.257483+00:00,thermal,64,0.351,-0.351,0.117,important,warning
2025-09-05T19:26:57.307769+00:00,power,33,0.255,-0.255,0.000,normal,normal
2025-09-05T19:26:57.307880+00:00,thermal,65,0.398,0.398,0.115,important,warning
2025-09-05T19:26:57.308046+00:00,power,33,0.255,-0.255,0.279,normal,normal
2025-09-05T19:26:57.357483+00:00,thermal,66,0.408,-0.408,0.127,important,warning
2025-09-05T19:26:57.407675+00:00,power,34,0.092,-0.092,0.000,normal,normal
2025-09-05T19:26:57.407763+00:00,thermal,67,0.293,0.293,0.113,important,warning
2025-09-05T19:26:57.407786+00:00,attitude,17,0.241,-0.241,0.000,normal,normal
2025-09-05T19:26:57.407927+00:00,power,34,0.092,-0.092,0.254,normal,normal
2025-09-05T19:26:57.408047+00:00,attitude,17,0.241,-0.241,0.389,normal,normal
2025-09-05T19:26:57.458175+00:00,thermal,68,0.384,0.384,0.140,important,warning
2025-09-05T19:26:57.507992+00:00,power,35,0.316,0.316,0.000,normal,normal
2025-09-05T19:26:57.508088+00:00,thermal,69,0.049,-0.049,0.103,important,warning
2025-09-05T19:26:57.508282+00:00,power,35,0.316,0.316,0.292,normal,normal
2025-09-05T19:26:57.557468+00:00,thermal,70,0.646,-0.646,0.129,important,warning
2025-09-05T19:26:57.608095+00:00,power,36,0.103,0.103,0.000,normal,normal
2025-09-05T19:26:57.608163+00:00,thermal,71,0.732,0.732,0.094,important,warning
2025-09-05T19:26:57.608188+00:00,attitude,18,0.418,0.418,0.000,normal,normal
2025-09-05T19:26:57.608406+00:00,power,36,0.103,0.103,0.313,normal,normal
2025-09-05T19:26:57.608535+00:00,attitude,18,0.418,0.418,0.459,normal,normal
2025-09-05T19:26:57.657207+00:00,thermal,72,0.993,-0.993,0.130,important,warning
2025-09-05T19:26:57.707858+00:00,power,37,0.241,-0.241,0.000,normal,normal
2025-09-05T19:26:57.707973+00:00,thermal,73,0.775,0.775,0.120,important,warning
2025-09-05T19:26:57.708239+00:00,power,37,0.241,-0.241,0.386,normal,normal
2025-09-05T19:26:57.757382+00:00,thermal,74,0.663,-0.663,0.180,important,warning
2025-09-05T19:26:57.807493+00:00,thermal,75,0.198,0.198,0.108,important,warning
2025-09-05T19:26:57.807484+00:00,power,38,0.370,-0.370,0.000,normal,normal
2025-09-05T19:26:57.807575+00:00,attitude,19,0.695,-0.695,0.000,normal,normal
2025-09-05T19:26:57.807863+00:00,power,38,0.370,-0.370,0.379,normal,normal
2025-09-05T19:26:57.807945+00:00,attitude,19,0.695,-0.695,0.563,normal,normal
2025-09-05T19:26:57.858073+00:00,thermal,76,0.551,0.551,0.134,important,warning
2025-09-05T19:26:57.907855+00:00,power,39,0.371,0.371,0.000,normal,normal
2025-09-05T19:26:57.907951+00:00,thermal,77,0.100,-0.100,0.113,important,warning
2025-09-05T19:26:57.908118+00:00,power,39,0.371,0.371,0.265,normal,normal
2025-09-05T19:26:57.957512+00:00,thermal,78,0.474,-0.474,0.139,important,warning
2025-09-05T19:26:58.008163+00:00,power,40,0.308,0.308,0.000,normal,normal
2025-09-05T19:26:58.008227+00:00,attitude,20,0.739,0.739,0.000,normal,normal
2025-09-05T19:26:58.008227+00:00,thermal,79,0.725,0.725,0.140,important,warning
2025-09-05T19:26:58.008557+00:00,power,40,0.308,0.308,0.396,normal,normal
2025-09-05T19:26:58.008619+00:00,attitude,20,0.739,0.739,0.503,normal,normal
2025-09-05T19:26:58.057530+00:00,thermal,80,0.695,-0.695,0.132,important,warning
2025-09-05T19:26:58.107609+00:00,power,41,0.554,-0.554,0.000,normal,normal
2025-09-05T19:26:58.107708+00:00,thermal,81,0.208,0.208,0.095,important,warning
2025-09-05T19:26:58.107861+00:00,power,41,0.554,-0.554,0.256,normal,normal
2025-09-05T19:26:58.156872+00:00,thermal,82,0.915,-0.915,0.185,important,warning
2025-09-05T19:26:58.207938+00:00,power,42,0.328,0.328,0.000,normal,normal
2025-09-05T19:26:58.207993+00:00,thermal,83,1.220,1.220,0.090,important,warning
2025-09-05T19:26:58.207990+00:00,attitude,21,0.204,-0.204,0.000,normal,normal
2025-09-05T19:26:58.208320+00:00,power,42,0.328,0.328,0.385,normal,normal
2025-09-05T19:26:58.208470+00:00,attitude,21,0.204,-0.204,0.557,normal,normal
2025-09-05T19:26:58.257698+00:00,thermal,84,0.374,-0.374,0.164,important,warning
2025-09-05T19:26:58.307811+00:00,power,43,0.124,-0.124,0.000,normal,normal
2025-09-05T19:26:58.307916+00:00,thermal,85,0.277,0.277,0.111,important,warning
2025-09-05T19:26:58.308101+00:00,power,43,0.124,-0.124,0.292,normal,normal
2025-09-05T19:26:58.357820+00:00,thermal,86,0.118,-0.118,0.132,important,warning
2025-09-05T19:26:58.407874+00:00,power,44,0.060,0.060,0.000,normal,normal
2025-09-05T19:26:58.407963+00:00,attitude,22,0.062,-0.062,0.000,normal,normal
2025-09-05T19:26:58.407970+00:00,thermal,87,0.161,0.161,0.122,important,warning
2025-09-05T19:26:58.408240+00:00,power,44,0.060,0.060,0.371,normal,normal
2025-09-05T19:26:58.408306+00:00,attitude,22,0.062,-0.062,0.457,normal,normal
2025-09-05T19:26:58.456775+00:00,thermal,88,1.255,-1.255,0.177,important,warning
2025-09-05T19:26:58.507285+00:00,power,45,0.586,-0.586,0.000,normal,normal
2025-09-05T19:26:58.507316+00:00,thermal,89,0.681,0.681,0.048,important,warning
2025-09-05T19:26:58.507554+00:00,power,45,0.586,-0.586,0.271,normal,normal
2025-09-05T19:26:58.557664+00:00,thermal,90,0.349,0.349,0.045,important,warning
2025-09-05T19:26:58.606910+00:00,power,46,0.375,-0.375,0.000,normal,normal
2025-09-05T19:26:58.606914+00:00,thermal,91,0.751,-0.751,0.050,important,warning
2025-09-05T19:26:58.606927+00:00,attitude,23,0.962,-0.962,0.000,normal,normal
2025-09-05T19:26:58.607241+00:00,power,46,0.375,-0.375,0.333,normal,normal
2025-09-05T19:26:58.607403+00:00,attitude,23,0.962,-0.962,0.516,normal,normal
2025-09-05T19:26:58.657927+00:00,thermal,92,0.985,0.985,0.074,important,warning
2025-09-05T19:26:58.707775+00:00,power,47,0.865,0.865,0.000,normal,normal
2025-09-05T19:26:58.707859+00:00,thermal,93,0.086,-0.086,0.089,important,warning
2025-09-05T19:26:58.708014+00:00,power,47,0.865,0.865,0.241,normal,normal
2025-09-05T19:26:58.757226+00:00,thermal,94,0.643,-0.643,0.100,important,warning
2025-09-05T19:26:58.807157+00:00,power,48,0.618,-0.618,0.000,normal,normal
2025-09-05T19:26:58.807240+00:00,attitude,24,0.251,0.251,0.000,normal,normal
2025-09-05T19:26:58.807507+00:00,thermal,95,0.005,0.005,0.376,important,warning
2025-09-05T19:26:58.807594+00:00,power,48,0.618,-0.618,0.439,normal,normal
2025-09-05T19:26:58.807656+00:00,attitude,24,0.251,0.251,0.519,normal,normal
2025-09-05T19:26:58.857192+00:00,thermal,96,0.041,-0.041,0.103,important,warning
2025-09-05T19:26:58.907978+00:00,power,49,0.820,0.820,0.000,normal,normal
2025-09-05T19:26:58.908066+00:00,thermal,97,0.876,0.876,0.099,important,warning
2025-09-05T19:26:58.908211+00:00,power,49,0.820,0.820,0.237,normal,normal
2025-09-05T19:26:58.958121+00:00,thermal,98,0.037,0.037,0.120,important,warning
2025-09-05T19:26:59.008289+00:00,power,50,0.312,0.312,0.000,normal,normal
2025-09-05T19:26:59.008335+00:00,thermal,99,0.237,0.237,0.097,important,warning
2025-09-05T19:26:59.008336+00:00,attitude,25,1.133,1.133,0.000,normal,normal
2025-09-05T19:26:59.008592+00:00,power,50,0.312,0.312,0.305,normal,normal
2025-09-05T19:26:59.008734+00:00,attitude,25,1.133,1.133,0.463,normal,normal
2025-09-05T19:26:59.057878+00:00,thermal,100,0.466,-0.466,0.107,important,warning
2025-09-05T19:26:59.107621+00:00,power,51,0.668,-0.668,0.000,normal,normal
2025-09-05T19:26:59.107720+00:00,thermal,101,0.162,-0.162,0.111,important,warning
2025-09-05T19:26:59.107950+00:00,power,51,0.668,-0.668,0.331,normal,normal
2025-09-05T19:26:59.157243+00:00,thermal,102,0.481,-0.481,0.114,important,warning
2025-09-05T19:26:59.208335+00:00,power,52,0.715,0.715,0.000,normal,normal
2025-09-05T19:26:59.208388+00:00,attitude,26,0.037,0.037,0.000,normal,normal
2025-09-05T19:26:59.208395+00:00,thermal,103,1.173,1.173,0.093,important,warning
2025-09-05T19:26:59.208673+00:00,power,52,0.715,0.715,0.340,normal,normal
2025-09-05T19:26:59.208733+00:00,attitude,26,0.037,0.037,0.426,normal,normal
2025-09-05T19:26:59.257996+00:00,thermal,104,0.411,-0.411,0.106,important,warning
2025-09-05T19:26:59.307821+00:00,power,53,0.514,-0.514,0.000,normal,normal
2025-09-05T19:26:59.307918+00:00,thermal,105,0.076,-0.076,0.102,important,warning
2025-09-05T19:26:59.308077+00:00,power,53,0.514,-0.514,0.257,normal,normal
2025-09-05T19:26:59.357525+00:00,thermal,106,0.404,-0.404,0.113,important,warning
2025-09-05T19:26:59.407424+00:00,power,54,0.398,-0.398,0.000,normal,normal
2025-09-05T19:26:59.407509+00:00,thermal,107,0.025,-0.025,0.121,important,warning
2025-09-05T19:26:59.407513+00:00,attitude,27,0.913,-0.913,0.000,normal,normal
2025-09-05T19:26:59.407718+00:00,power,54,0.398,-0.398,0.296,normal,normal
2025-09-05T19:26:59.407833+00:00,attitude,27,0.913,-0.913,0.440,normal,normal
2025-09-05T19:26:59.457632+00:00,thermal,108,0.117,0.117,0.124,important,warning
2025-09-05T19:26:59.507711+00:00,power,55,0.285,0.285,0.000,normal,normal
2025-09-05T19:26:59.507832+00:00,thermal,109,0.201,0.201,0.126,important,warning
2025-09-05T19:26:59.508014+00:00,power,55,0.285,0.285,0.307,normal,normal
2025-09-05T19:26:59.556871+00:00,thermal,110,0.958,-0.958,0.123,important,warning
2025-09-05T19:26:59.607624+00:00,power,56,0.084,-0.084,0.000,normal,normal
2025-09-05T19:26:59.607692+00:00,attitude,28,0.210,0.210,0.000,normal,normal
2025-09-05T19:26:59.607692+00:00,thermal,111,0.852,0.852,0.095,important,warning
2025-09-05T19:26:59.607926+00:00,power,56,0.084,-0.084,0.303,normal,normal
2025-09-05T19:26:59.607975+00:00,attitude,28,0.210,0.210,0.373,normal,normal
2025-09-05T19:26:59.657793+00:00,thermal,112,0.089,0.089,0.108,important,warning
2025-09-05T19:26:59.707321+00:00,power,57,0.304,-0.304,0.000,normal,normal
2025-09-05T19:26:59.707309+00:00,thermal,113,0.506,-0.506,0.125,important,warning
2025-09-05T19:26:59.707635+00:00,power,57,0.304,-0.304,0.316,normal,normal
2025-09-05T19:26:59.758069+00:00,thermal,114,0.779,0.779,0.110,important,warning
2025-09-05T19:26:59.807605+00:00,power,58,0.283,0.283,0.000,normal,normal
2025-09-05T19:26:59.807666+00:00,attitude,29,0.035,-0.035,0.000,normal,normal
2025-09-05T19:26:59.807681+00:00,thermal,115,0.400,-0.400,0.123,important,warning
2025-09-05T19:26:59.807952+00:00,power,58,0.283,0.283,0.350,normal,normal
2025-09-05T19:26:59.808017+00:00,attitude,29,0.035,-0.035,0.450,normal,normal
2025-09-05T19:26:59.857159+00:00,thermal,116,0.520,-0.520,0.121,important,warning
2025-09-05T19:26:59.908094+00:00,power,59,0.491,0.491,0.000,normal,normal
2025-09-05T19:26:59.908171+00:00,thermal,117,1.019,1.019,0.112,important,warning
2025-09-05T19:26:59.908476+00:00,power,59,0.491,0.491,0.384,normal,normal
2025-09-05T19:26:59.957591+00:00,thermal,118,0.579,-0.579,0.112,important,warning
2025-09-05T19:27:00.007594+00:00,thermal,119,0.055,-0.055,0.168,important,warning
2025-09-05T19:27:00.007682+00:00,power,60,0.412,-0.412,0.000,normal,normal
2025-09-05T19:27:00.007711+00:00,attitude,30,0.099,0.099,0.000,normal,normal
2025-09-05T19:27:00.008604+00:00,power,60,0.412,-0.412,0.923,normal,normal
2025-09-05T19:27:00.008765+00:00,attitude,30,0.099,0.099,1.101,normal,normal
2025-09-05T19:27:00.058064+00:00,thermal,120,0.519,0.519,0.120,important,warning
2025-09-05T19:27:00.108035+00:00,power,61,0.348,0.348,0.000,normal,normal
2025-09-05T19:27:00.108144+00:00,thermal,121,0.082,0.082,0.118,important,warning
2025-09-05T19:27:00.108440+00:00,power,61,0.348,0.348,0.405,normal,normal
2025-09-05T19:27:00.157544+00:00,thermal,122,0.600,-0.600,0.119,important,warning
2025-09-05T19:27:00.208256+00:00,power,62,0.227,0.227,0.000,normal,normal
2025-09-05T19:27:00.208357+00:00,attitude,31,0.574,0.574,0.000,normal,normal
2025-09-05T19:27:00.208398+00:00,thermal,123,0.811,0.811,0.160,important,warning
2025-09-05T19:27:00.208646+00:00,power,62,0.227,0.227,0.392,normal,normal
2025-09-05T19:27:00.208704+00:00,attitude,31,0.574,0.574,0.466,normal,normal
2025-09-05T19:27:00.257340+00:00,thermal,124,1.030,-1.030,0.135,important,warning
2025-09-05T19:27:00.307314+00:00,power,63,0.943,-0.943,0.000,normal,normal
2025-09-05T19:27:00.307430+00:00,thermal,125,0.105,0.105,0.119,important,warning
2025-09-05T19:27:00.307623+00:00,power,63,0.943,-0.943,0.312,normal,normal
2025-09-05T19:27:00.357927+00:00,thermal,126,0.509,0.509,0.110,important,warning
2025-09-05T19:27:00.407804+00:00,power,64,0.491,0.491,0.000,normal,normal
2025-09-05T19:27:00.407863+00:00,thermal,127,0.061,-0.061,0.107,important,warning
2025-09-05T19:27:00.407881+00:00,attitude,32,0.477,-0.477,0.000,normal,normal
2025-09-05T19:27:00.408116+00:00,power,64,0.491,0.491,0.313,normal,normal
2025-09-05T19:27:00.408265+00:00,attitude,32,0.477,-0.477,0.502,normal,normal
2025-09-05T19:27:00.457949+00:00,thermal,128,0.071,0.071,0.122,important,warning
2025-09-05T19:27:00.507841+00:00,power,65,0.036,0.036,0.000,normal,normal
2025-09-05T19:27:00.507957+00:00,thermal,129,0.010,0.010,0.120,important,warning
2025-09-05T19:27:00.508120+00:00,power,65,0.036,0.036,0.282,normal,normal
2025-09-05T19:27:00.557250+00:00,thermal,130,0.721,-0.721,0.134,important,warning
2025-09-05T19:27:00.606734+00:00,power,66,1.107,-1.107,0.000,normal,normal
2025-09-05T19:27:00.606802+00:00,thermal,131,0.460,-0.460,0.140,important,warning
2025-09-05T19:27:00.606869+00:00,attitude,33,1.048,-1.048,0.000,normal,normal
2025-09-05T19:27:00.607254+00:00,power,66,1.107,-1.107,0.522,normal,normal
2025-09-05T19:27:00.607375+00:00,attitude,33,1.048,-1.048,0.660,normal,normal
