ts,event,fault_id,target,kind,duration_ms,component,recovery_ms,aborted,note
2026-03-18T16:00:34.636639+00:00,inject,388dab05-34ea-4d65-98b0-b7e6da843cfe,power,corrupt,200,,,,
2026-03-18T16:00:34.923729500+00:00,recovery,388dab05-34ea-4d65-98b0-b7e6da843cfe,,,,power,79.5,false,
2026-03-18T16:01:34.652290+00:00,inject,60433c74-5f6b-44c0-9278-75ebfe42d5f8,attitude,pause,150,,,,
2026-03-18T16:01:34.818135600+00:00,recovery,60433c74-5f6b-44c0-9278-75ebfe42d5f8,,,,attitude,15.7,false,
2026-03-18T16:02:34.655255800+00:00,inject,c0f86c15-655c-4225-b6c8-75fba688ce5f,thermal,delay,150,,,,
2026-03-18T16:02:34.842373700+00:00,recovery,c0f86c15-655c-4225-b6c8-75fba688ce5f,,,,thermal,31.0,false,
2026-03-18T16:03:34.667339100+00:00,inject,0b41fabf-5b30-4fd2-be99-ddd6183d0781,power,corrupt,200,,,,
2026-03-18T16:03:34.918413200+00:00,recovery,0b41fabf-5b30-4fd2-be99-ddd6183d0781,,,,power,50.0,false,
2026-03-18T16:04:34.670747900+00:00,inject,ac5fd285-fc7d-4fb1-a421-7bb0291a06d4,attitude,pause,150,,,,
2026-03-18T16:04:34.887940100+00:00,recovery,ac5fd285-fc7d-4fb1-a421-7bb0291a06d4,,,,attitude,57.2,false,
2026-03-18T16:05:34.677699+00:00,inject,a8af3088-fd44-4eb2-ba93-d05d3f87673c,thermal,delay,150,,,,
2026-03-18T16:05:34.836041+00:00,recovery,a8af3088-fd44-4eb2-ba93-d05d3f87673c,,,,thermal,7.7,false,
2026-03-18T16:06:34.690457200+00:00,inject,800d9d3c-dda2-430c-9690-baef022dd89c,power,corrupt,200,,,,
2026-03-18T16:06:34.941336500+00:00,recovery,800d9d3c-dda2-430c-9690-baef022dd89c,,,,power,49.9,false,
2026-03-18T16:07:34.704423900+00:00,inject,89485cf6-7e7b-471b-b5cd-2bb40ba07a13,attitude,pause,150,,,,
2026-03-18T16:07:34.907804300+00:00,recovery,89485cf6-7e7b-471b-b5cd-2bb40ba07a13,,,,attitude,52.4,false,
2026-03-18T16:08:34.714398600+00:00,inject,4247fd95-2222-4a8c-8182-fd7b908c828d,thermal,delay,150,,,,
2026-03-18T16:08:34.900859+00:00,recovery,4247fd95-2222-4a8c-8182-fd7b908c828d,,,,thermal,34.2,false,
2026-03-18T16:09:34.722352800+00:00,inject,9501375e-3963-4041-a2b0-f534d5158fa1,power,corrupt,200,,,,
2026-03-18T16:09:34.976009600+00:00,recovery,9501375e-3963-4041-a2b0-f534d5158fa1,,,,power,45.8,false,
2026-03-18T16:10:34.725801+00:00,inject,3e0929d9-727d-4634-a713-0df22c653f32,attitude,pause,150,,,,
2026-03-18T16:10:34.982922600+00:00,recovery,3e0929d9-727d-4634-a713-0df22c653f32,,,,attitude,106.5,false,
2026-03-18T16:11:34.722844+00:00,inject,419887b3-de87-4781-8020-6d42555c9a9c,thermal,delay,150,,,,
2026-03-18T16:11:34.891658100+00:00,recovery,419887b3-de87-4781-8020-6d42555c9a9c,,,,thermal,16.5,false,
2026-03-18T16:12:34.736583300+00:00,inject,5a5f6ceb-e241-47d9-93ae-2fc18188e911,power,corrupt,200,,,,
2026-03-18T16:12:34.977530500+00:00,recovery,5a5f6ceb-e241-47d9-93ae-2fc18188e911,,,,power,40.2,false,
2026-03-18T16:13:34.737377200+00:00,inject,46e46c05-e920-43ab-a787-db8e5d2c51b0,attitude,pause,150,,,,
2026-03-18T16:13:34.919631500+00:00,recovery,46e46c05-e920-43ab-a787-db8e5d2c51b0,,,,attitude,28.3,false,
2026-03-18T16:14:34.750607400+00:00,inject,38656a9d-7d03-4bd7-b5c4-9cfef4eca0d1,thermal,delay,150,,,,
2026-03-18T16:14:36.023941900+00:00,recovery,38656a9d-7d03-4bd7-b5c4-9cfef4eca0d1,,,,thermal,1115.4,true,
2026-03-18T16:15:34.761200500+00:00,inject,99be2060-d933-4ada-8b2b-65f2254b4c19,power,corrupt,200,,,,
2026-03-18T16:15:34.990204900+00:00,recovery,99be2060-d933-4ada-8b2b-65f2254b4c19,,,,power,18.3,false,
2026-03-18T16:16:34.771981500+00:00,inject,4b01e2c8-e629-44fb-8543-f564cd72d25d,attitude,pause,150,,,,
2026-03-18T16:16:35.002419600+00:00,recovery,4b01e2c8-e629-44fb-8543-f564cd72d25d,,,,attitude,74.4,false,
2026-03-18T16:17:34.780383200+00:00,inject,e5cccce3-5253-4f7b-834b-7837cc1dbad1,thermal,delay,150,,,,
2026-03-18T16:17:34.952547100+00:00,recovery,e5cccce3-5253-4f7b-834b-7837cc1dbad1,,,,thermal,21.2,false,
2026-03-18T16:18:34.781376+00:00,inject,a2e2f215-1ab4-4023-bbd5-f475289565b2,power,corrupt,200,,,,
2026-03-18T16:18:35.082188400+00:00,recovery,a2e2f215-1ab4-4023-bbd5-f475289565b2,,,,power,99.0,false,
2026-03-18T16:19:34.781380300+00:00,inject,d71f4886-2e62-4ace-a5cd-876e29f600ba,attitude,pause,150,,,,
2026-03-18T16:19:34.993382+00:00,recovery,d71f4886-2e62-4ace-a5cd-876e29f600ba,,,,attitude,61.0,false,
2026-03-18T16:20:34.781382+00:00,inject,5de943ac-5824-48b0-a410-8e40d2cd34ed,thermal,delay,150,,,,
2026-03-18T16:20:34.959442700+00:00,recovery,5de943ac-5824-48b0-a410-8e40d2cd34ed,,,,thermal,27.1,false,
2026-03-18T16:21:34.781378400+00:00,inject,abb6dc77-087d-4b4e-99e3-63fc006e6733,power,corrupt,200,,,,
2026-03-18T16:21:35.033294600+00:00,recovery,abb6dc77-087d-4b4e-99e3-63fc006e6733,,,,power,50.9,false,
2026-03-18T16:22:34.781617800+00:00,inject,551f8926-db9b-42a3-a14b-9b7fd1ecd06b,attitude,pause,150,,,,
2026-03-18T16:22:34.950031800+00:00,recovery,551f8926-db9b-42a3-a14b-9b7fd1ecd06b,,,,attitude,14.1,false,
2026-03-18T16:23:34.782207400+00:00,inject,af9c6bf1-6a68-45c7-8903-15d5f60837a8,thermal,delay,150,,,,
2026-03-18T16:23:34.966501300+00:00,recovery,af9c6bf1-6a68-45c7-8903-15d5f60837a8,,,,thermal,32.4,false,
2026-03-18T16:24:34.790547100+00:00,inject,e3e378e7-b56c-4386-91f7-71243d167251,power,corrupt,200,,,,
2026-03-18T16:24:35.007049600+00:00,recovery,e3e378e7-b56c-4386-91f7-71243d167251,,,,power,13.1,false,
2026-03-18T16:25:34.803729200+00:00,inject,01b8a3e6-822e-4725-ab6b-f02c00b1f5df,attitude,pause,150,,,,
2026-03-18T16:25:35.076959+00:00,recovery,01b8a3e6-822e-4725-ab6b-f02c00b1f5df,,,,attitude,118.3,false,
2026-03-18T16:26:34.810271700+00:00,inject,62c0faed-77c1-46b5-9bb3-d1fa8f9f67a1,thermal,delay,150,,,,
2026-03-18T16:26:34.991581700+00:00,recovery,62c0faed-77c1-46b5-9bb3-d1fa8f9f67a1,,,,thermal,30.2,false,
2026-03-18T16:27:34.816084600+00:00,inject,5a60121d-5181-4d37-97e8-b6363ac4648d,power,corrupt,200,,,,
2026-03-18T16:27:35.040106700+00:00,recovery,5a60121d-5181-4d37-97e8-b6363ac4648d,,,,power,19.6,false,
2026-03-18T16:28:34.816419600+00:00,inject,f24bcb90-62f6-4160-86f2-4624eb85ee7e,attitude,pause,150,,,,
2026-03-18T16:28:35.173687400+00:00,recovery,f24bcb90-62f6-4160-86f2-4624eb85ee7e,,,,attitude,192.7,false,
2026-03-18T16:44:20.160778500+00:00,inject,07e2f761-12dd-4102-a733-3b6fdc7ce69c,power,corrupt,200,,,,
2026-03-18T16:44:20.453704100+00:00,recovery,07e2f761-12dd-4102-a733-3b6fdc7ce69c,,,,power,91.0,false,
2026-03-18T16:45:20.161695900+00:00,inject,7fbcd2e3-6b5e-4997-836f-2196c8ab346a,attitude,pause,150,,,,
2026-03-18T16:45:20.471887100+00:00,recovery,7fbcd2e3-6b5e-4997-836f-2196c8ab346a,,,,attitude,149.5,false,
2026-03-18T16:46:20.168618500+00:00,inject,b036bb48-0606-4384-9e69-09936a045251,thermal,delay,150,,,,
2026-03-18T16:46:20.353314300+00:00,recovery,b036bb48-0606-4384-9e69-09936a045251,,,,thermal,33.5,false,
2026-03-18T16:47:20.168698300+00:00,inject,cfa90540-89ab-4dfd-ac4b-f291363b5361,power,corrupt,200,,,,
2026-03-18T16:47:20.437888900+00:00,recovery,cfa90540-89ab-4dfd-ac4b-f291363b5361,,,,power,66.1,false,
2026-03-18T16:48:20.168696200+00:00,inject,14e5eb1c-9f53-49da-b06a-ad5581937a9b,attitude,pause,150,,,,
2026-03-18T16:48:20.486202200+00:00,recovery,14e5eb1c-9f53-49da-b06a-ad5581937a9b,,,,attitude,158.0,false,
2026-03-18T16:49:20.168703400+00:00,inject,16e70dcd-2b7d-4931-93ff-ffa8dc3c74e3,thermal,delay,150,,,,
2026-03-18T16:49:20.351901600+00:00,recovery,16e70dcd-2b7d-4931-93ff-ffa8dc3c74e3,,,,thermal,31.4,false,
2026-03-18T16:50:20.176991800+00:00,inject,a77ba9de-20d8-4e93-9afd-949b73c75382,power,corrupt,200,,,,
2026-03-18T16:50:20.458591200+00:00,recovery,a77ba9de-20d8-4e93-9afd-949b73c75382,,,,power,80.9,false,
2026-03-18T16:51:20.180290700+00:00,inject,a402b1eb-4432-4096-9449-f6d25d35a7b3,attitude,pause,150,,,,
2026-03-18T16:51:20.472034100+00:00,recovery,a402b1eb-4432-4096-9449-f6d25d35a7b3,,,,attitude,136.8,false,
2026-03-18T16:52:20.177710900+00:00,inject,dd89c232-f9b2-46e6-a46a-6bbabb1435fe,thermal,delay,150,,,,
2026-03-18T16:52:20.348852200+00:00,recovery,dd89c232-f9b2-46e6-a46a-6bbabb1435fe,,,,thermal,20.1,false,
2026-03-18T16:53:20.177698300+00:00,inject,e95884e8-9621-4ceb-8d56-e2c95c0151d8,power,corrupt,200,,,,
2026-03-18T16:53:20.471960800+00:00,recovery,e95884e8-9621-4ceb-8d56-e2c95c0151d8,,,,power,93.3,false,
2026-03-18T16:54:20.193172100+00:00,inject,682e60f8-ed80-4223-b727-95cffb7692d7,attitude,pause,150,,,,
2026-03-18T16:54:20.433670700+00:00,recovery,682e60f8-ed80-4223-b727-95cffb7692d7,,,,attitude,87.0,false,
2026-03-18T16:55:20.193698900+00:00,inject,35c0b310-e5d0-442a-afb7-4073b8981c35,thermal,delay,150,,,,
2026-03-18T16:55:20.359085700+00:00,recovery,35c0b310-e5d0-442a-afb7-4073b8981c35,,,,thermal,14.4,false,
2026-03-18T16:56:20.198681300+00:00,inject,5f45d77a-bdc0-44ad-acae-7ddc4d3954e4,power,corrupt,200,,,,
2026-03-18T16:56:20.473146500+00:00,recovery,5f45d77a-bdc0-44ad-acae-7ddc4d3954e4,,,,power,70.7,false,
2026-03-18T16:57:20.210814700+00:00,inject,ff0e2145-f768-49dd-a3e6-d8bf30a0399f,attitude,pause,150,,,,
2026-03-18T16:57:20.380404400+00:00,recovery,ff0e2145-f768-49dd-a3e6-d8bf30a0399f,,,,attitude,12.2,false,
2026-03-18T16:58:20.219452700+00:00,inject,635d9bdb-2569-4dc9-912b-802053ffb800,thermal,delay,150,,,,
2026-03-18T16:58:20.376076600+00:00,recovery,635d9bdb-2569-4dc9-912b-802053ffb800,,,,thermal,0.9,false,
2026-03-18T16:59:20.219701800+00:00,inject,4e1516df-ff90-47c3-9804-0ddec582e95e,power,corrupt,200,,,,
2026-03-18T16:59:20.490040400+00:00,recovery,4e1516df-ff90-47c3-9804-0ddec582e95e,,,,power,69.3,false,
2026-03-18T17:00:20.222798100+00:00,inject,75ca65cf-1452-4835-a7bf-a3a5b2ca6624,attitude,pause,150,,,,
2026-03-18T17:00:20.478984500+00:00,recovery,75ca65cf-1452-4835-a7bf-a3a5b2ca6624,,,,attitude,100.0,false,
2026-03-18T17:01:20.222994500+00:00,inject,74017948-ad9f-45ef-be39-44f206f82f77,thermal,delay,150,,,,
2026-03-18T17:01:20.397979100+00:00,recovery,74017948-ad9f-45ef-be39-44f206f82f77,,,,thermal,24.3,false,
2026-03-18T17:37:08.110703300+00:00,inject,92678a55-8a21-4fc8-b2e2-c13c39c26dfe,power,corrupt,200,,,,
2026-03-18T17:37:08.403302400+00:00,recovery,92678a55-8a21-4fc8-b2e2-c13c39c26dfe,,,,power,79.3,false,
2026-03-18T17:38:08.111598700+00:00,inject,daf41910-c166-45ca-a6ea-6e5d9c41083d,attitude,pause,150,,,,
2026-03-18T17:38:08.409563500+00:00,recovery,daf41910-c166-45ca-a6ea-6e5d9c41083d,,,,attitude,135.8,false,
2026-03-18T17:39:08.120076900+00:00,inject,700c8409-005e-432f-82db-45ab0ac1b661,thermal,delay,150,,,,
2026-03-18T17:39:08.271699400+00:00,recovery,700c8409-005e-432f-82db-45ab0ac1b661,,,,thermal,0.7,false,
2026-03-18T17:40:08.120579700+00:00,inject,1a98a7fe-6f9c-46e3-ac4d-02c04685883f,power,corrupt,200,,,,
2026-03-18T17:40:08.335588200+00:00,recovery,1a98a7fe-6f9c-46e3-ac4d-02c04685883f,,,,power,14.0,false,
2026-03-18T17:41:08.120566200+00:00,inject,ce904063-d009-4cbd-84d4-733f6a93de15,attitude,pause,150,,,,
2026-03-18T17:41:08.398672+00:00,recovery,ce904063-d009-4cbd-84d4-733f6a93de15,,,,attitude,124.3,false,
2026-03-18T17:42:08.120567800+00:00,inject,bf78ed63-9cdc-4f79-a30d-faad8a06be90,thermal,delay,150,,,,
2026-03-18T17:42:08.314060800+00:00,recovery,bf78ed63-9cdc-4f79-a30d-faad8a06be90,,,,thermal,36.4,false,
2026-03-18T17:43:08.120569+00:00,inject,f06d0fce-af25-4fa8-be75-74189e8bf94a,power,corrupt,200,,,,
2026-03-18T17:43:08.381530300+00:00,recovery,f06d0fce-af25-4fa8-be75-74189e8bf94a,,,,power,57.6,false,
2026-03-18T17:44:08.120579300+00:00,inject,cc9165fe-8278-4a97-b845-4de4e87e75a0,attitude,pause,150,,,,
2026-03-18T17:44:08.457292200+00:00,recovery,cc9165fe-8278-4a97-b845-4de4e87e75a0,,,,attitude,183.8,false,
2026-03-18T17:45:08.120571700+00:00,inject,39475545-6bf1-4cc4-8794-f30025c1d52e,thermal,delay,150,,,,
2026-03-18T17:45:08.301221200+00:00,recovery,39475545-6bf1-4cc4-8794-f30025c1d52e,,,,thermal,18.1,false,
2026-03-18T17:46:08.135072700+00:00,inject,4a950e8a-b046-49f8-851e-5369db419fd6,power,corrupt,200,,,,
2026-03-18T17:46:08.358905800+00:00,recovery,4a950e8a-b046-49f8-851e-5369db419fd6,,,,power,18.9,false,
2026-03-18T18:06:56.342487200+00:00,inject,3fe5f3d6-e0bf-439f-b1a6-887dad32c462,power,corrupt,200,,,,
2026-03-18T18:06:56.636503300+00:00,recovery,3fe5f3d6-e0bf-439f-b1a6-887dad32c462,,,,power,91.7,false,
2026-03-18T18:07:56.344017+00:00,inject,bf99b59e-e709-4265-93f1-dfb3028e042d,attitude,pause,150,,,,
2026-03-18T18:07:56.635945800+00:00,recovery,bf99b59e-e709-4265-93f1-dfb3028e042d,,,,attitude,133.9,false,
2026-03-18T18:08:56.342776600+00:00,inject,6b635f28-7d20-4402-a901-a0090fd5a8d0,thermal,delay,150,,,,
2026-03-18T18:08:56.518557100+00:00,recovery,6b635f28-7d20-4402-a901-a0090fd5a8d0,,,,thermal,24.8,false,
2026-03-18T20:55:54.232285100+00:00,inject,2baab593-c0bc-4a2f-bcf6-c79e6ad4cb79,power,corrupt,200,,,,
2026-03-18T20:55:54.522679700+00:00,recovery,2baab593-c0bc-4a2f-bcf6-c79e6ad4cb79,,,,power,76.8,false,
2026-03-18T20:56:54.232581400+00:00,inject,4322e10d-adcf-4bb1-a9b7-20a710f60d79,attitude,pause,150,,,,
2026-03-18T20:56:54.466747900+00:00,recovery,4322e10d-adcf-4bb1-a9b7-20a710f60d79,,,,attitude,75.6,false,
2026-03-18T20:57:54.232585600+00:00,inject,b949297f-f826-4bf4-8200-59c925807b85,thermal,delay,150,,,,
2026-03-18T20:57:54.394053+00:00,recovery,b949297f-f826-4bf4-8200-59c925807b85,,,,thermal,10.5,false,
2026-03-18T20:58:54.232594900+00:00,inject,e7d1836a-0d16-4158-a1cb-9616e0bfd2dd,power,corrupt,200,,,,
2026-03-18T20:58:54.489319700+00:00,recovery,e7d1836a-0d16-4158-a1cb-9616e0bfd2dd,,,,power,55.7,false,
2026-03-18T20:59:54.232864700+00:00,inject,c6919dac-5972-4750-aba4-d9f9d6deffb5,attitude,pause,150,,,,
2026-03-18T20:59:54.570091700+00:00,recovery,c6919dac-5972-4750-aba4-d9f9d6deffb5,,,,attitude,186.5,false,
2026-03-18T21:00:54.235425700+00:00,inject,87614a6b-a313-417a-8133-a742f17832d8,thermal,delay,150,,,,
2026-03-18T21:00:54.399768400+00:00,recovery,87614a6b-a313-417a-8133-a742f17832d8,,,,thermal,10.6,false,
2026-03-18T22:22:40.510696800+00:00,inject,09e11650-70ef-4e2c-a000-8db0b601c0cf,power,corrupt,200,,,,
2026-03-18T22:22:40.805376800+00:00,recovery,09e11650-70ef-4e2c-a000-8db0b601c0cf,,,,power,92.2,false,
2026-03-18T22:23:40.511133700+00:00,inject,92529283-3d37-42d0-97fa-b95cd3d10f3e,attitude,pause,150,,,,
2026-03-18T22:23:40.683365100+00:00,recovery,92529283-3d37-42d0-97fa-b95cd3d10f3e,,,,attitude,10.0,false,
2026-03-18T22:24:40.518506400+00:00,inject,dfbb1426-ae2e-4809-934f-686d787e5d35,thermal,delay,150,,,,
2026-03-18T22:24:40.673148300+00:00,recovery,dfbb1426-ae2e-4809-934f-686d787e5d35,,,,thermal,3.0,false,
2026-03-18T22:25:40.522550900+00:00,inject,c9d19fc1-b9ad-4822-a7af-4db0a486f719,power,corrupt,200,,,,
2026-03-18T22:25:40.730072500+00:00,recovery,c9d19fc1-b9ad-4822-a7af-4db0a486f719,,,,power,7.0,false,
2026-03-18T22:26:40.519125500+00:00,inject,3938ae55-566d-4187-9502-96e967e25ef0,attitude,pause,150,,,,
2026-03-18T22:26:40.751189100+00:00,recovery,3938ae55-566d-4187-9502-96e967e25ef0,,,,attitude,77.1,false,
2026-03-18T22:27:40.519119500+00:00,inject,b215e5b7-0a27-4745-a2b6-5cc77ca245f9,thermal,delay,150,,,,
2026-03-18T22:27:40.695588300+00:00,recovery,b215e5b7-0a27-4745-a2b6-5cc77ca245f9,,,,thermal,25.5,false,
2026-03-18T22:28:40.520015800+00:00,inject,b69c2821-e31a-40b9-b6df-68ab4b464dbf,power,corrupt,200,,,,
2026-03-18T22:28:40.758721900+00:00,recovery,b69c2821-e31a-40b9-b6df-68ab4b464dbf,,,,power,37.3,false,
2026-03-18T22:29:40.519385800+00:00,inject,12d12ca3-857f-4938-ba08-d6ca1940e65f,attitude,pause,150,,,,
2026-03-18T22:29:40.699419700+00:00,recovery,12d12ca3-857f-4938-ba08-d6ca1940e65f,,,,attitude,29.3,false,
2026-03-18T22:30:40.523395200+00:00,inject,f1905887-9b6c-4f0c-8dc9-d356bca74ab9,thermal,delay,150,,,,
2026-03-18T22:30:40.715700100+00:00,recovery,f1905887-9b6c-4f0c-8dc9-d356bca74ab9,,,,thermal,35.8,false,
2026-03-18T22:31:40.519205900+00:00,inject,412bdc21-21fd-4728-8f43-677eb9eb8bde,power,corrupt,200,,,,
2026-03-18T22:31:40.789771500+00:00,recovery,412bdc21-21fd-4728-8f43-677eb9eb8bde,,,,power,57.5,false,
2026-03-18T22:32:40.520828200+00:00,inject,bb26b6e2-08c6-47e1-a0ad-7eef8677aa5b,attitude,pause,150,,,,
2026-03-18T22:32:40.803124700+00:00,recovery,bb26b6e2-08c6-47e1-a0ad-7eef8677aa5b,,,,attitude,130.3,false,
2026-03-18T22:33:40.519139300+00:00,inject,cb0f7c9c-f05b-461c-91cd-6b5dae1acfd7,thermal,delay,150,,,,
2026-03-18T22:33:40.702923600+00:00,recovery,cb0f7c9c-f05b-461c-91cd-6b5dae1acfd7,,,,thermal,32.8,false,
2026-03-18T22:34:40.520238800+00:00,inject,6c94ac3b-454c-4d79-82eb-2cf3c542419e,power,corrupt,200,,,,
2026-03-18T22:34:40.779408100+00:00,recovery,6c94ac3b-454c-4d79-82eb-2cf3c542419e,,,,power,58.3,false,
2026-03-18T22:35:40.527174800+00:00,inject,6c76de27-4add-43cd-96df-59b87512c911,attitude,pause,150,,,,
2026-03-18T22:35:40.693402400+00:00,recovery,6c76de27-4add-43cd-96df-59b87512c911,,,,attitude,15.1,false,
2026-03-18T23:34:50.892701700+00:00,inject,633ba5ed-d483-40a8-9ea8-5577410b433d,power,corrupt,200,,,,
2026-03-18T23:34:51.185682400+00:00,recovery,633ba5ed-d483-40a8-9ea8-5577410b433d,,,,power,91.5,false,
2026-03-18T23:35:50.893175600+00:00,inject,c7b02866-5c66-4656-8666-2c7c35f51d4f,attitude,pause,150,,,,
2026-03-18T23:35:51.129263200+00:00,recovery,c7b02866-5c66-4656-8666-2c7c35f51d4f,,,,attitude,77.2,false,
2026-03-18T23:36:50.894074900+00:00,inject,3d42df12-326c-48e4-ab28-a99c3ea04f8d,thermal,delay,150,,,,
2026-03-18T23:36:51.076742100+00:00,recovery,3d42df12-326c-48e4-ab28-a99c3ea04f8d,,,,thermal,31.6,false,
2026-03-18T23:37:50.899360400+00:00,inject,97fa66e9-15e8-4571-bf8c-d1b0b39071aa,power,corrupt,200,,,,
2026-03-18T23:37:51.197306800+00:00,recovery,97fa66e9-15e8-4571-bf8c-d1b0b39071aa,,,,power,96.7,false,
2026-03-18T23:38:50.925176500+00:00,inject,f91dcb7b-74b5-497c-9e44-531117052042,attitude,pause,150,,,,
2026-03-18T23:38:51.099473400+00:00,recovery,f91dcb7b-74b5-497c-9e44-531117052042,,,,attitude,21.4,false,
2026-03-19T01:17:24.333361500+00:00,inject,af6ed12c-588d-426b-be4e-0f7e0391e97d,power,corrupt,200,,,,
2026-03-19T01:17:24.626121700+00:00,recovery,af6ed12c-588d-426b-be4e-0f7e0391e97d,,,,power,91.2,false,
2026-03-19T01:18:24.338941300+00:00,inject,63d007f2-8ce4-4ddb-8ba1-bcd396561a26,attitude,pause,150,,,,
2026-03-19T01:18:24.604521400+00:00,recovery,63d007f2-8ce4-4ddb-8ba1-bcd396561a26,,,,attitude,114.6,false,
2026-03-19T01:19:13.705055100+00:00,inject,d9ee626b-bc17-42a2-adc2-d07cc13f8388,power,corrupt,200,,,,
2026-03-19T01:19:14.005244600+00:00,recovery,d9ee626b-bc17-42a2-adc2-d07cc13f8388,,,,power,99.4,false,
2026-03-19T01:20:13.706664600+00:00,inject,f81994aa-91cd-4b76-9806-471e0ac3932b,attitude,pause,150,,,,
2026-03-19T01:20:13.954666400+00:00,recovery,f81994aa-91cd-4b76-9806-471e0ac3932b,,,,attitude,97.3,false,
2026-03-19T01:24:47.874652600+00:00,inject,23669e25-be5a-40f3-841a-0a298480cbdb,power,corrupt,200,,,,
2026-03-19T01:24:48.169220400+00:00,recovery,23669e25-be5a-40f3-841a-0a298480cbdb,,,,power,92.4,false,
2026-03-19T01:25:47.879319200+00:00,inject,95277ac2-3709-47c1-9422-ec046e7ebd5b,attitude,pause,150,,,,
2026-03-19T01:25:48.111648400+00:00,recovery,95277ac2-3709-47c1-9422-ec046e7ebd5b,,,,attitude,81.7,false,
2026-03-19T01:26:47.877151600+00:00,inject,152681da-1647-43f3-9cff-f990914b66f2,thermal,delay,150,,,,
2026-03-19T01:26:48.078631800+00:00,recovery,152681da-1647-43f3-9cff-f990914b66f2,,,,thermal,44.0,false,
2026-03-19T01:27:47.874838900+00:00,inject,070ca22b-4b8c-4a1e-8b7e-7d2d4ecf854f,power,corrupt,200,,,,
2026-03-19T01:27:48.168716800+00:00,recovery,070ca22b-4b8c-4a1e-8b7e-7d2d4ecf854f,,,,power,92.9,false,
2026-03-19T01:28:47.884856600+00:00,inject,f1dd0022-4833-4333-97af-ff736d7bdf54,attitude,pause,150,,,,
2026-03-19T01:28:48.213400100+00:00,recovery,f1dd0022-4833-4333-97af-ff736d7bdf54,,,,attitude,177.5,false,
2026-03-19T01:29:47.885834600+00:00,inject,37b2df22-790f-4005-aea0-23316613a634,thermal,delay,150,,,,
2026-03-19T01:29:48.077599100+00:00,recovery,37b2df22-790f-4005-aea0-23316613a634,,,,thermal,27.4,false,
2026-03-19T14:23:11.906011900+00:00,inject,63df9366-b2ae-4cc7-9f17-41616245bfe2,power,corrupt,200,,,,
2026-03-19T14:23:12.195182900+00:00,recovery,63df9366-b2ae-4cc7-9f17-41616245bfe2,,,,power,87.7,false,
2026-03-19T14:24:11.919301800+00:00,inject,7ea1f4ce-5af1-45b0-8d41-f79afec95f9b,attitude,pause,150,,,,
2026-03-19T14:24:12.182829100+00:00,recovery,7ea1f4ce-5af1-45b0-8d41-f79afec95f9b,,,,attitude,112.3,false,
2026-03-19T14:25:11.919512800+00:00,inject,9d0a31a7-91b1-4733-b5b4-0a60eb3feb73,thermal,delay,150,,,,
2026-03-19T14:25:12.114282500+00:00,recovery,9d0a31a7-91b1-4733-b5b4-0a60eb3feb73,,,,thermal,36.8,false,
2026-03-19T14:26:11.919512700+00:00,inject,1edaf213-b50c-460e-bae4-7d5e07591db1,power,corrupt,200,,,,
2026-03-19T14:26:12.211815900+00:00,recovery,1edaf213-b50c-460e-bae4-7d5e07591db1,,,,power,83.0,false,
2026-03-19T14:27:11.919514700+00:00,inject,7b5352d6-0e6f-4582-9e78-e109dd533ea4,attitude,pause,150,,,,
2026-03-19T14:27:12.089118300+00:00,recovery,7b5352d6-0e6f-4582-9e78-e109dd533ea4,,,,attitude,12.3,false,
2026-03-19T14:28:11.919513900+00:00,inject,3d6af287-2f24-465f-b25c-fc1f9eea4605,thermal,delay,150,,,,
2026-03-19T14:28:12.077477+00:00,recovery,3d6af287-2f24-465f-b25c-fc1f9eea4605,,,,thermal,4.2,false,
2026-03-19T14:29:11.919622100+00:00,inject,0bca7ffd-634f-4dea-9a4f-b59b52dda615,power,corrupt,200,,,,
2026-03-19T14:29:12.198364200+00:00,recovery,0bca7ffd-634f-4dea-9a4f-b59b52dda615,,,,power,75.8,false,
2026-03-19T14:30:11.919523500+00:00,inject,a97da1dd-a195-43e9-83bd-51cb8cc76048,attitude,pause,150,,,,
2026-03-19T14:30:12.173627400+00:00,recovery,a97da1dd-a195-43e9-83bd-51cb8cc76048,,,,attitude,103.1,false,
2026-03-19T14:31:11.919510900+00:00,inject,694b6448-9d3a-49ee-9c2b-5b3728300659,thermal,delay,150,,,,
2026-03-19T14:31:12.112265500+00:00,recovery,694b6448-9d3a-49ee-9c2b-5b3728300659,,,,thermal,34.0,false,
2026-03-19T14:32:11.919511900+00:00,inject,fe7e2e43-f7f5-45bb-b2b6-3ca5148c2dc6,power,corrupt,200,,,,
2026-03-19T14:32:12.193826600+00:00,recovery,fe7e2e43-f7f5-45bb-b2b6-3ca5148c2dc6,,,,power,62.5,false,
2026-03-19T14:33:11.920956300+00:00,inject,723c7d97-9cb2-45c1-a346-3557dc86eb54,attitude,pause,150,,,,
2026-03-19T14:33:12.206676500+00:00,recovery,723c7d97-9cb2-45c1-a346-3557dc86eb54,,,,attitude,135.2,false,
2026-03-19T14:34:11.919546600+00:00,inject,6789848a-4ada-48f6-966f-95bc20a72458,thermal,delay,150,,,,
2026-03-19T14:34:12.101778800+00:00,recovery,6789848a-4ada-48f6-966f-95bc20a72458,,,,thermal,31.3,false,
2026-03-19T14:35:11.919517500+00:00,inject,db494263-7496-4f16-8529-6354dc22e3b9,power,corrupt,200,,,,
