ts,command_id,command_type,target_system,priority,is_urgent,send_time_ms,deadline_met,network_met,adherent,deadline_violation_ms,precision_ms,reason
2026-03-21T11:23:56.417695600+00:00,c1e84b74-e335-4724-a2e9-e40494d2178c,AttitudeControl,AttitudeControl,3,false,0.101,true,true,true,0.000,348.099,ok
2026-03-21T11:23:56.620112900+00:00,3887db68-c780-46e4-ab7e-704441c55c92,Diagnostic,AttitudeControl,2,false,0.047,true,true,true,0.000,350.001,ok
2026-03-21T11:24:00.644062600+00:00,7dfd173a-aa5a-4e07-a43a-c810507a21b6,ThermalControl,ThermalManagement,1,true,0.090,true,true,true,0.000,1.029,ok
2026-03-21T11:24:05.269849600+00:00,6a67f5fb-c874-4bf9-8262-6c30e6613214,ThermalControl,ThermalManagement,3,false,0.109,true,true,true,0.000,11.306,ok
2026-03-21T11:24:05.360506500+00:00,2d36ce05-dec9-476f-8c49-bd8c4526829f,ThermalControl,ThermalManagement,3,false,0.384,true,true,true,0.000,0.683,ok
2026-03-21T11:24:05.459948300+00:00,f18bc9c9-c789-48ff-8977-28bb3cad0ca8,ThermalControl,ThermalManagement,3,false,0.144,true,true,true,0.000,0.739,ok
2026-03-21T11:24:05.559468300+00:00,93adb7c4-05a6-41a5-aa4b-39de68867899,PowerControl,PowerManagement,3,false,0.101,true,true,true,0.000,0.341,ok
2026-03-21T11:24:06.380068+00:00,65740d67-187e-4158-8ca2-15aac739631e,Emergency,AllSystems,0,true,0.000,false,true,false,596.765,696.715,dispatch_rejected_past_deadline;deadline_missed
2026-03-21T11:24:06.414720800+00:00,a9741523-2260-4885-af02-cac655905bc2,PowerControl,PowerManagement,3,false,0.262,true,true,true,0.000,754.775,ok
2026-03-21T11:24:06.416538800+00:00,3844c70c-9ef5-41a7-98bc-458632c5885e,PowerControl,PowerManagement,3,false,0.075,true,true,true,0.000,656.929,ok
2026-03-21T11:24:06.418155700+00:00,9f315da0-b745-4636-bfd6-6ce99c8da1c3,AttitudeControl,AttitudeControl,3,false,0.063,true,true,true,0.000,558.490,ok
2026-03-21T11:24:06.419922+00:00,e18b5910-2c44-490a-ae34-8f28a44a3e73,AttitudeControl,AttitudeControl,3,false,0.059,true,true,true,0.000,459.978,ok
2026-03-21T11:24:06.421984300+00:00,7e592660-a349-4419-9933-840271a01683,AttitudeControl,AttitudeControl,3,false,0.056,true,true,true,0.000,361.908,ok
2026-03-21T11:24:10.859793200+00:00,9f7fc3a2-d7db-496c-a6c0-59b9a9af4353,PowerControl,PowerManagement,1,true,0.098,true,true,true,0.000,0.570,ok
2026-03-21T11:24:15.261273900+00:00,1e471dcb-9de5-475e-ba33-5b3079f87c30,ThermalControl,ThermalManagement,3,false,0.103,true,true,true,0.000,3.477,ok
2026-03-21T11:24:15.371879700+00:00,99843bff-3d49-4367-8e1c-8b5c211067f0,ThermalControl,ThermalManagement,3,false,0.100,true,true,true,0.000,13.546,ok
2026-03-21T11:24:15.458663700+00:00,640f89ed-a7a8-4ada-ba6d-4980b69e1a7e,ThermalControl,ThermalManagement,3,false,0.097,true,true,true,0.000,0.145,ok
2026-03-21T11:24:15.559733+00:00,a3bee854-8eb9-459f-af1f-2727e68682d1,PowerControl,PowerManagement,3,false,0.486,true,true,true,0.000,0.240,ok
2026-03-21T11:24:15.659158400+00:00,bfa97241-6961-4bb1-8a59-0bb282f35495,PowerControl,PowerManagement,3,false,0.107,true,true,true,0.000,0.006,ok
2026-03-21T11:24:15.776965500+00:00,87571034-21cf-44c0-a686-519ea4feb0c8,PowerControl,PowerManagement,3,false,0.097,true,true,true,0.000,16.769,ok
2026-03-21T11:24:15.862219200+00:00,304464b1-89c3-4cef-bc63-32423b235185,AttitudeControl,AttitudeControl,1,true,0.243,true,true,true,0.000,1.506,ok
2026-03-21T11:24:15.865659300+00:00,d546b614-5efa-4e08-b144-5f9a31764000,AttitudeControl,AttitudeControl,3,false,0.146,true,true,true,0.000,5.238,ok
2026-03-21T11:24:15.976049800+00:00,033ceea4-74b8-448f-bd5f-cac4b72d6095,AttitudeControl,AttitudeControl,3,false,0.164,true,true,true,0.000,15.181,ok
2026-03-21T11:24:16.068828300+00:00,98ffbdd4-419a-4514-87bd-1768bab722fb,AttitudeControl,AttitudeControl,3,false,0.093,true,true,true,0.000,7.965,ok
2026-03-21T11:24:20.873983100+00:00,e4f91266-dc3e-42d2-9437-1d842e106e54,Emergency,AllSystems,0,true,0.086,true,true,true,0.000,0.432,ok
2026-03-21T11:24:25.259451200+00:00,47c56d42-be74-49dd-969a-f383ad1fb803,ThermalControl,ThermalManagement,3,false,0.122,true,true,true,0.000,3.701,ok
2026-03-21T11:24:25.359429500+00:00,91ad100e-ac28-4e1c-a4ab-5e05484a40bc,ThermalControl,ThermalManagement,3,false,0.102,true,true,true,0.000,3.429,ok
2026-03-21T11:24:25.456861500+00:00,76363416-6487-4391-a341-d009ea1473ec,ThermalControl,ThermalManagement,3,false,0.090,true,true,true,0.000,0.739,ok
2026-03-21T11:24:25.558332300+00:00,04cc063d-4919-4b6d-bf76-4af3bb1dd21c,PowerControl,PowerManagement,3,false,0.136,true,true,true,0.000,1.904,ok
2026-03-21T11:24:25.656556300+00:00,5672357b-4835-4fdf-a3ed-99d9a8c82f3a,PowerControl,PowerManagement,3,false,0.095,true,true,true,0.000,0.014,ok
2026-03-21T11:24:25.759357500+00:00,2d3980e2-5abb-449a-a25d-72726846e89f,PowerControl,PowerManagement,3,false,0.081,true,true,true,0.000,2.648,ok
2026-03-21T11:24:25.857027200+00:00,7b5e0dc0-d762-4045-a9ef-4e4362c5bb8e,AttitudeControl,AttitudeControl,3,false,0.042,true,true,true,0.000,0.233,ok
2026-03-21T11:24:25.876216600+00:00,aac13d88-7e10-4225-87aa-ec077c83204d,ThermalControl,ThermalManagement,1,true,0.124,true,true,true,0.000,2.076,ok
2026-03-21T11:24:25.958875300+00:00,837f8b70-f567-4ae0-a3ef-71ab3ce76919,AttitudeControl,AttitudeControl,3,false,0.086,true,true,true,0.000,1.741,ok
2026-03-21T11:24:26.057330900+00:00,ffe5856a-f244-4381-94a6-479dd48b5094,AttitudeControl,AttitudeControl,3,false,0.076,true,true,true,0.000,0.026,ok
2026-03-21T11:24:30.895447500+00:00,5573c52f-e746-45ca-a4c1-2b3c9836fc02,Emergency,AllSystems,0,true,0.097,true,true,true,0.000,4.667,ok
2026-03-21T11:24:35.270486400+00:00,5ee84ea8-feee-4a29-ae2b-9779a071e647,ThermalControl,ThermalManagement,3,false,0.099,true,true,true,0.000,14.728,ok
2026-03-21T11:24:35.356380600+00:00,8e24fe7b-f9ff-433d-8d3c-e0ae25b21162,ThermalControl,ThermalManagement,3,false,0.104,true,true,true,0.000,0.403,ok
2026-03-21T11:24:35.457502500+00:00,d5b56ba4-8c0b-4191-970b-6de935642e27,ThermalControl,ThermalManagement,3,false,0.091,true,true,true,0.000,1.437,ok
2026-03-21T11:24:35.556766400+00:00,15f3f2b6-a5c8-4c46-83b8-c2c1c0db9052,PowerControl,PowerManagement,3,false,0.089,true,true,true,0.000,0.501,ok
2026-03-21T11:24:35.657245400+00:00,5577ea6f-6ab0-403f-8b5b-54e42e9722e4,PowerControl,PowerManagement,3,false,0.097,true,true,true,0.000,0.710,ok
2026-03-21T11:24:35.758425300+00:00,eeb5716d-f435-46bb-ac70-499b6ffe634f,PowerControl,PowerManagement,3,false,0.097,true,true,true,0.000,1.684,ok
2026-03-21T11:24:35.857310900+00:00,579eaa17-81be-4478-9d0c-a7881fba9348,AttitudeControl,AttitudeControl,3,false,0.104,true,true,true,0.000,0.200,ok
2026-03-21T11:24:35.908361+00:00,4bc310d1-c28b-4672-bd7a-451cde914fe8,PowerControl,PowerManagement,1,true,0.082,true,true,true,0.000,0.806,ok
2026-03-21T11:24:35.957841300+00:00,8319f8e6-35a9-4c4a-909a-9e37e5bc4cb8,AttitudeControl,AttitudeControl,3,false,0.098,true,true,true,0.000,0.784,ok
2026-03-21T11:24:36.058783700+00:00,8eb57c88-61d6-435d-bbb1-314aa4d337a8,AttitudeControl,AttitudeControl,3,false,0.109,true,true,true,0.000,1.569,ok
2026-03-21T11:24:40.919973200+00:00,c44f278f-ab5d-49b5-a693-125ba43ed34a,AttitudeControl,AttitudeControl,1,true,0.093,true,true,true,0.000,1.025,ok
2026-03-21T11:24:45.267073400+00:00,2e829fbb-00c6-43dd-8ffc-fcbef2f0085b,ThermalControl,ThermalManagement,3,false,0.097,true,true,true,0.000,2.222,ok
2026-03-21T11:24:45.373723600+00:00,98fef85b-3ce3-4641-b775-91fc64441172,ThermalControl,ThermalManagement,3,false,0.094,true,true,true,0.000,8.076,ok
2026-03-21T11:24:45.468936600+00:00,d71dac20-05a9-452e-8719-1d4ec78c5083,ThermalControl,ThermalManagement,3,false,0.094,true,true,true,0.000,2.936,ok
2026-03-21T11:24:45.571795900+00:00,c96c9c0d-70ce-41e5-b970-c3ebf2920e26,PowerControl,PowerManagement,3,false,0.104,true,true,true,0.000,5.669,ok
2026-03-21T11:24:45.674489900+00:00,447b36fd-eef7-4422-84f5-d4e7a149ed61,PowerControl,PowerManagement,3,false,0.093,true,true,true,0.000,8.201,ok
2026-03-21T11:24:45.775218900+00:00,4013da0a-a328-4124-b3f3-3960a9c3064c,PowerControl,PowerManagement,3,false,0.120,true,true,true,0.000,8.671,ok
2026-03-21T11:24:45.874795500+00:00,65a72a80-dc28-4ce3-af01-faa9b810443d,AttitudeControl,AttitudeControl,3,false,0.119,true,true,true,0.000,8.081,ok
2026-03-21T11:24:45.921364600+00:00,c14c47bf-9f75-4245-b663-3156de95ddb1,Emergency,AllSystems,0,true,0.055,true,true,true,0.000,0.497,ok
2026-03-21T11:24:45.971726400+00:00,033fb65d-74ea-4d44-9fbb-409eed7af47f,AttitudeControl,AttitudeControl,3,false,0.083,true,true,true,0.000,5.075,ok
2026-03-21T11:24:46.073929600+00:00,fe5f9046-bdbc-4fea-b086-e496d52b3af5,AttitudeControl,AttitudeControl,3,false,0.090,true,true,true,0.000,7.024,ok
2026-03-21T11:24:50.934501200+00:00,67864cc6-ab42-4d9a-9968-9eae8282d966,ThermalControl,ThermalManagement,1,true,0.085,true,true,true,0.000,1.484,ok
2026-03-21T11:24:55.260376700+00:00,4b8787ed-362f-4f16-aa4b-15abc156b732,ThermalControl,ThermalManagement,3,false,0.084,true,true,true,0.000,2.756,ok
2026-03-21T11:24:55.261554900+00:00,329b12ea-b101-4b0b-900a-7b931ff9473b,Diagnostic,ThermalManagement,2,false,0.061,true,true,true,0.000,1.866,ok
2026-03-21T11:24:55.263298900+00:00,2a9ea851-8b9d-4306-bcd5-63122a8f578f,Maintenance,ThermalManagement,2,false,0.051,true,true,true,0.000,0.851,ok
2026-03-21T11:24:55.366419900+00:00,131a3e0e-d68c-4b15-8183-24267d8b3597,ThermalControl,ThermalManagement,3,false,0.094,true,true,true,0.000,8.538,ok
2026-03-21T11:24:55.458523+00:00,bc234af4-40a0-4f14-ae25-5b783566eb7d,ThermalControl,ThermalManagement,3,false,0.072,true,true,true,0.000,0.130,ok
2026-03-21T11:24:55.558814+00:00,a0cbe075-1247-4069-b571-e9e2a6d2eb7d,PowerControl,PowerManagement,3,false,0.101,true,true,true,0.000,0.298,ok
2026-03-21T11:24:55.663491800+00:00,e146fd62-a770-40ad-af6f-e2aeebac699e,PowerControl,PowerManagement,3,false,0.093,true,true,true,0.000,4.863,ok
2026-03-21T11:24:55.758823200+00:00,5e715870-a841-4f67-b170-57949f932be0,PowerControl,PowerManagement,3,false,0.035,true,true,true,0.000,0.126,ok
2026-03-21T11:24:55.764344700+00:00,02edb1cf-0b45-4482-8c53-5fac4f5fa4ad,Diagnostic,PowerManagement,2,false,0.117,true,true,true,0.000,3.613,ok
2026-03-21T11:24:55.765507700+00:00,fe589111-7979-4f60-a9e9-02f562c487c7,Maintenance,PowerManagement,2,false,0.061,true,true,true,0.000,2.649,ok
2026-03-21T11:24:55.864785400+00:00,e16aeab0-b954-4f92-a1d6-881585d9962d,AttitudeControl,AttitudeControl,3,false,0.095,true,true,true,0.000,5.380,ok
2026-03-21T11:24:55.939374600+00:00,2bb44e5b-5507-4dcb-bc40-7a35d85bfd3a,Emergency,AllSystems,0,true,0.048,true,true,true,0.000,0.369,ok
2026-03-21T11:24:55.960608700+00:00,117a90ad-97f5-4d64-9e28-a3a30d482270,AttitudeControl,AttitudeControl,3,false,0.092,true,true,true,0.000,1.404,ok
2026-03-21T11:24:56.069630800+00:00,7a4a17ae-9a33-4fc8-9f76-4d5d0790be71,AttitudeControl,AttitudeControl,3,false,0.090,true,true,true,0.000,10.261,ok
2026-03-21T11:24:56.267853300+00:00,72d1b33d-f543-497d-b882-2126f9c64d46,Diagnostic,AttitudeControl,2,false,0.102,true,true,true,0.000,7.718,ok
2026-03-21T11:24:56.269031+00:00,58ac46ef-4504-4345-a60d-b3dbb89802d3,Maintenance,AttitudeControl,2,false,0.058,true,true,true,0.000,5.658,ok
2026-03-21T11:25:00.984312200+00:00,dee0bd13-cea4-48a6-b320-6ba0b9d44fcf,PowerControl,PowerManagement,1,true,0.078,true,true,true,0.000,44.134,ok
2026-03-21T11:25:05.260847700+00:00,d5ad91be-4bd4-4dbb-a779-15b81456c62d,ThermalControl,ThermalManagement,3,false,0.103,true,true,true,0.000,2.454,ok
2026-03-21T11:25:05.374132500+00:00,aa1c16bc-ce18-4023-8f51-f76dcc80c2d2,ThermalControl,ThermalManagement,3,false,0.099,true,true,true,0.000,15.283,ok
2026-03-21T11:25:05.476461400+00:00,c5d20150-2fab-4e75-984e-0ea0a2e93037,ThermalControl,ThermalManagement,3,false,0.096,true,true,true,0.000,17.130,ok
2026-03-21T11:25:05.566982500+00:00,030dfdf3-86e9-4373-bc5b-be5466acd6f9,PowerControl,PowerManagement,3,false,0.092,true,true,true,0.000,7.296,ok
2026-03-21T11:25:05.673466100+00:00,0f68f1a4-b4c9-426c-a56d-38014625a3d0,PowerControl,PowerManagement,3,false,0.106,true,true,true,0.000,13.448,ok
2026-03-21T11:25:06.021880800+00:00,e850c13e-078a-4c12-9d7e-a48fff4becc0,PowerControl,PowerManagement,3,false,0.113,true,true,true,0.000,261.678,ok
